sess_item_dscr,vote_item_id,vote_item_dscr,vote_date,vote_time,voted_for,voted_against
"הצעות אי-אמון מטעם סיעות רע""מ-תע""ל, חד""ש ובל""ד בנושא: מדיניות הממשלה הגזענית לייהוד הגליל והנגב, הריסת הבתים הערביים ומתן חסות לגזענות הרבנים",300,הצעת אי-אמון בממשלה,20/12/2010,18:41,0,1
"הצעת חוק ההסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנת הכספים 2002) (תיקון מס` 10), התשע""א-2010",104,קריאה שנייה,20/12/2010,18:47,1,0
"חוק מיסוי מקרקעין (שבח ורכישה) (תיקון מס` 68), התשע""א-2010 ",104,קריאה שנייה,20/12/2010,18:50,1,0
"הצעת חוק הגיור הצבאי, התשע""א-2010",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,15/12/2010,12:26,1,0
"הצעת חוק לתיקון פקודת העדה הדתית (המרה) (תעודת המרה למתגייר במהלך שירותו הצבאי), התשע""א-2010",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,15/12/2010,12:29,1,0
"הצעת חוק העונשין (תיקון - עונש חובה למצית נכס ציבורי), התשע""א-2010",100,להעביר את הצעת החוק לוועדה,15/12/2010,13:41,0,1
"הצעת חוק הביטוח הלאומי (תיקון - השבת פיצויים לעזבון הזכאי), התש""ע-2009",202,להעביר את הנושא לוועדה,15/12/2010,14:00,1,0
האסון בכרמל ,905,הצעת סיכום,15/12/2010,14:50,0,1
"הצעת אי  אמון מטעם סיעת קדימה בנושא: ""כישלונה של ממשלת נתניהו בכל התחומים""",300,הצעת אי-אמון בממשלה,13/12/2010,18:56,0,1
"הצעת אי אמון מטעם סיעות בל""ד, רע""מ-תע""ל וחד""ש בנושא: ""ממשלה שלא מטפלת בעוני בכלל ובמגזר הערבי בפרט""",300,הצעת אי-אמון בממשלה,13/12/2010,18:57,0,1
"הצעת חוק העונשין (תיקון - ענישה על עבירה חוזרת), התשע""א-2010",100,להעביר את הצעת החוק לוועדה,08/12/2010,13:25,0,1
"הצעת חוק הלוואות לדיור (תיקון - חובת הפניה לוועדה המיוחדת ולוועדת חריגים לפני הגשת בקשה לביצוע משכנתה), התשע""א-2010 ",100,להעביר את הצעת החוק לוועדה,08/12/2010,13:40,0,1
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - העלאת שיעור ההנחה בעד תרופות לאזרחים ותיקים), התשס""ט-2009 ",100,להעביר את הצעת החוק לוועדה,08/12/2010,13:54,0,1
"בין קיפאון להקפאה - ממשלת נתניהו מזגזגת בין נאום בר אילן לנאום ליברמן בעצרת האו""ם - דיון בהשתתפות ראש הממשלה בעקבות חתימותיהם של 40 חברי כנסת",911,הודעת ראש הממשלה,01/12/2010,14:33,1,0
"הצעת ועדת הכנסת לתיקון סעיפים 20, 27, 32, 36, 44 לתקנון הכנסת ",900,הצעת ועדת הכנסת,01/12/2010,14:37,1,0
"הצעת חוק חינוך ממלכתי (תיקון - מינוי מנהל מוסד חינוך), התשע""א-2010",100,להעביר את הצעת החוק לוועדה,01/12/2010,14:41,1,0
הצעת אי אימון מטעם סיעת קדימה בנושא: כישלון ממשלת נתניהו במתן מענה למשבר הדיור - נתניהו מזלזל במצוקת הדיור ובאינטליגנציה של הציבור,300,הצעת אי-אמון בממשלה,29/11/2010,18:03,0,1
"הצעת אי אימון מטעם סיעות חד""ש, רע""מ-תע""ל ובל""ד בנושא: המכרזים לבניית 1,300 יחידות דיור בהר חומה בפרט ובירושלים המזרחית בכלל",300,הצעת אי-אמון בממשלה,29/11/2010,18:05,0,1
"הצעת חוק לתיקון פקודת מס הכנסה (פטור לתאגיד לתעסוקת נכים ומוגבלים), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,24/11/2010,12:34,0,1
"חוק סדרי השלטון והמשפט (ביטול החלת המשפט, השיפוט והמינהל) (תיקון), התשע""א-2010",121,הסתייגות,22/11/2010,22:58,0,1
"הצעת חוק מס ערך מוסף (תיקון - פטור ממס על משקאות, מוצרי מזון, תכשירים וטיפולים רפואיים ושיעור מס מופחת על צריכת תרבות, עיתונים וספרים, מכירה והתקנת מתקנים לצמצום צריכת האנרגיה), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,03/11/2010,12:57,0,1
"הצעת חוק דיור סוציאלי בפריפריה, התש""ע-2010",100,להעביר את הצעת החוק לוועדה,03/11/2010,13:19,0,1
העולם נגד ישראל - כיצד בודדה ממשלת נתניהו את מדינת ישראל בזירה הבינלאומית - דיון בהשתתפות ראש הממשלה בעקבות חתימותיהם של 40 חברי כנסת,911,הודעת ראש הממשלה,03/11/2010,17:48,1,0
"הצעת אי אימון מטעם סיעת קדימה בנושא: נתניהו מקדם תקציב אנטי חברתי ומכשיר את הקרקע לשימון שותפיו הקואליציונים על חשבון הסטודנטים, עובדי המגזר הציבורי והזוגות הצעירים",300,הצעת אי-אמון בממשלה,01/11/2010,18:33,0,1
"הצעת אימון מטעם סיעות רע""מ-תע""ל, חד""ש ובל""ד בנושא: החקיקה הגזענית והשלכותיה על המשטר הדמוקרטי ועל היחסים בין ערבים ליהודים.",300,הצעת אי-אמון בממשלה,01/11/2010,18:33,0,1
"הצעת חוק הביטוח הלאומי (תיקון מס` 122), התשע""א-2010",104,קריאה שנייה,01/11/2010,19:22,1,0
"הצעת חוק דיור ציבורי בפריפריה, התשס``ט-2009",100,להעביר את הצעת החוק לוועדה,27/10/2010,12:37,0,1
"הצעת חוק הרשות הלאומית לבטיחות בדרכים (הוראת שעה) (תיקון - תיקון ליקויי בטיחות בדרכים), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,27/10/2010,12:54,0,1
"הצעת חוק אחזקת כבישים ראשיים ברשויות מקומיות, התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,27/10/2010,13:12,0,1
"הצעת חוק המדיניות הכלכלית לשנים 2011 ו-2012 (תיקוני חקיקה), התשע""א-2010",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,26/10/2010,01:21,1,0
"הצעת חוק שילוב מקבלי גמלאות בעבודה (הוראת שעה), התשע""א-2010",100,להעביר את הצעת החוק לוועדה,25/10/2010,17:47,1,0
"הצעת חוק רשות השידור (תיקון מס` 25), התשע""א-2010",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,25/10/2010,19:02,1,0
"הצעת חוק למניעת העישון במקומות ציבוריים והחשיפה לעישון (תיקון - אכיפה בבית חולים), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,20/10/2010,12:47,0,1
"הצעת חוק זכויות החולה (תיקון - מסמכי הסכמה), התשס""ט-2009",202,להעביר את הנושא לוועדה,20/10/2010,13:02,1,0
הצעת אי אימון מטעם סיעת קדימה בנושא: כישלון ממשלת נתניהו במתן מענה למצוקת הדיור של אזרחי ישראל ובפרט של הזוגות הצעירים.,300,הצעת אי-אמון בממשלה,18/10/2010,18:13,0,1
"הצעת אי אימון מטעם סיעות בל""ד, רע""מ-תע""ל וחד""ש בנושא: ממשלת נתניהו - מכשול בפני שלום.",300,הצעת אי-אמון בממשלה,18/10/2010,18:14,0,1
"הצעת חוק שירות המדינה (מינויים) (תיקון מס` 15), התשע""א-2010",104,קריאה שנייה,18/10/2010,18:18,1,0
"הצעת חוק עזרה משפטית בין מדינות (תיקון מס` 7), התשע""א-2010",104,קריאה שנייה,18/10/2010,18:22,1,0
"הצעת חוק דמי מחלה עבור מלווה לבדיקה רפואית (תיקוני חקיקה), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,13/10/2010,13:04,0,1
הודעת ראש הממשלה על פעילות הממשלה בתקופה שחלפה מאז המושב הקודם ועל תוכניות הממשלה למושב הקרוב,905,הצעת סיכום,11/10/2010,19:56,0,1
"הצעת אי-אמון מטעם סיעת קדימה בנושא: ""כישלון ממשלת נתניהו בתחום המדיני, הכלכלי והחברתי"".",300,הצעת אי-אמון בממשלה,11/10/2010,19:59,0,1
"הצעת אי- אמון מטעם סיעות חד""ש-רע""מ-תע""ל-בל""ד בנושא: ""מדיניות הבניה בהתנחלויות וכישלון השיחות המדיניות""",300,הצעת אי-אמון בממשלה,11/10/2010,20:00,0,1
"הצעת אי-אמון מטעם סיעת מרצ בנושא: ""מדיניות ממשלת ישראל בעניין המשך ההקפאה""",300,הצעת אי-אמון בממשלה,11/10/2010,20:01,0,1
"הודעת הממשלה על רצונה להאריך בצו את חוק האזרחות והכניסה  לישראל (הוראת שעה), התשס""ג-2003",910,הודעת הממשלה,21/07/2010,12:13,1,0
"הצעת חוק קליטת חיילים משוחררים (תיקון מס` 12),  התש""ע-2010",104,קריאה שנייה,21/07/2010,12:31,1,0
"הצעת חוק גדר הפרדה בין ישראל למצרים, התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,21/07/2010,12:58,0,1
הצעת אי אימון מטעם סיעת קדימה בנושא: נתניהו מחלק את העם היהודי,300,הצעת אי-אמון בממשלה,19/07/2010,13:49,0,1
"הצעת אי אימון מטעם סיעות רע""מ-תע""ל-חד""ש-בל""ד בנושא: מדיניות ממשלת נתניהו כלפי הציבור הערבי",300,הצעת אי-אמון בממשלה,19/07/2010,13:50,0,1
"הצעת אי אימון מטעם סיעת האיחוד הלאומי בנושא: אוזלת יד הממשלה מול כיבוש שכונות שלמות בת""א וערים בארץ ע""י עשרות אלפי מסתננים מאפריקה",300,הצעת אי-אמון בממשלה,19/07/2010,13:51,0,1
הצעת אי אימון מטעם סיעת מרצ בנושא: ממשלת ישראל ליוצרת קרע בעם היהודי בעקבות חקיקת חוק הגיור,300,הצעת אי-אמון בממשלה,19/07/2010,13:52,0,1
"הצעת ועדת הפנים והגנת הסביבה בדבר חלוקת הצעת חוק לתיקון פקודת העיריות (מס` 120) (קובלנה נגד עובד רשות מקומית), התש""ע-2010 ",907,הצעת ועדה,19/07/2010,14:00,1,0
הצעת אי אימון מטעם סיעת קדימה בנושא :נתניהו שוב בוחר לקצץ ולפגוע בשכבות החלשות בכדי לממן את ממשלתו הבזבזנית והמנופחת,300,הצעת אי-אמון בממשלה,12/07/2010,18:02,0,1
"הצעת אי אימון מטעם סיעות רע""מ-תע""ל-חד""ש-בל""ד בנושא: המשך מדיניות הריסת הבתים והתעלמות הממשלה מההצעות להקפאת ההריסה. ",300,הצעת אי-אמון בממשלה,12/07/2010,18:03,0,1
הצעת אי אימון מטעם סיעת קדימה בנושא: ראש ממשלה כושל הגורם לבידודה של ישראל בעולם,300,הצעת אי-אמון בממשלה,28/06/2010,17:58,0,1
"הצעת אי אימון מטעם סיעות רע""מ-תע""ל-חד""ש-בל""ד בנושא: הטרנספר השקט והרס הבתים בסילואן",300,הצעת אי-אמון בממשלה,28/06/2010,17:59,0,1
"חוק החשמל (תיקון מס` 4), התשע""א-2011",111,להחיל דין רציפות,23/06/2010,15:07,1,0
התנהלותה הכושלת של ממשלת נתניהו והקריסה במעמדה של ישראל בעולם - דיון בהשתתפות ראש הממשלה בעקבות חתימותיהם של 40 חברי-כנסת ,911,הודעת ראש הממשלה,23/06/2010,18:37,1,0
"חוק יסוד: תקציב המדינה לשנים 2009 ו-2010 (הוראות מיוחדות) (הוראת שעה) (תיקון), התש""ע- 2010",120,שם החוק,22/06/2010,09:21,1,0
"חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010 (תיקון מס` 4), התש""ע - 2010",121,הסתייגות,22/06/2010,12:50,0,1
הצעת אי אימו מטעם סיעת קדימה בנושא: ממשלת נתניהו מנציחה את הפער העדתי והחברתי. ,300,הצעת אי-אמון בממשלה,21/06/2010,18:19,0,1
"הצעת אי אימון מטעם סיעת רע""מ-תע""ל-חד""ש ובל""ד בנושא: התגברות תופעת הגזענות בישראל",300,הצעת אי-אמון בממשלה,21/06/2010,18:20,0,1
"הצעת חוק להסדרת הטיפול באריזות, התש""ע-2010",100,להעביר את הצעת החוק לוועדה,21/06/2010,18:24,1,0
"הצעת חוק חינוך ממלכתי (תיקון - חינוך תעבורתי), התש""ע-2009",202,להעביר את הנושא לוועדה,16/06/2010,13:10,1,0
"הצעת חוק התקשורת (בזק ושידורים) (תיקון-איסור חסימת יישומים במכשיר טלפון נייד), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,16/06/2010,13:30,0,1
הצעת אי אימון מטעם סיעת קדימה בנושא: ראש ממשלה בלי דרך ובלי כיוון,300,הצעת אי-אמון בממשלה,14/06/2010,18:32,0,1
"הצעת אי אימון מטעם סיעת בל""ד-רע""מ-תע""ל-חד""ש בנושא: הממשלה פוגעת בפיתוח היישובים הערביים בואדי עארה באמצעות תוכנית הקמת העיר חריש.",300,הצעת אי-אמון בממשלה,14/06/2010,18:34,0,1
"הצעת אי אימון מטעם סיעת האיחוד הלאומי בנושא: הנזקים החמורים שהסב שר הביטחון למדינת ישראל ולצה""ל בהתעלמותו מהמועצה לביטחון לאומי והנחייתו הרשלנית לצה""ל שלא להשתתף בדיון הכנה לעצירת המשט לעזה.",300,הצעת אי-אמון בממשלה,14/06/2010,18:36,0,1
"חוק הפיקוח על שירותים פיננסיים (ביטוח)(תיקון מס` 23), התש""ע-2010",104,קריאה שנייה,14/06/2010,18:47,1,0
"הצעת אי אימון מטעם סיעת קדימה בנושא: ""ניסיונם של גורמים בממשלה לברוח מאחריות""",300,הצעת אי-אמון בממשלה,07/06/2010,18:44,0,1
"הצעת אי אימון מטעם סיעת רע""מ-תע""ל בנושא: ""המשך המצור על עזה וההתנהגות הפיראטית של הממשלה המדרדרת את האיזור אל פי התהום""",300,הצעת אי-אמון בממשלה,07/06/2010,18:45,0,1
"הצעת אי אימון מטעם סיעת חד""ש בנושא: ""המשך המצור על עזה וההתנהגות הפיראטית של הממשלה המדרדרת את האזור אל פי התהום"".",300,הצעת אי-אמון בממשלה,07/06/2010,18:46,0,1
"הצעת אי אימון מטעם סיעת מרצ בנושא: ""תהליך קבלת ההחלטות, שיקול דעת, ההוראות והמגבלות שניתנו לצבא ושהביאו לתוצאה הכושלת בעצירת המשט לעזה"".",300,הצעת אי-אמון בממשלה,07/06/2010,18:47,0,1
"הצעת אי אימון מטעם סיעת בל""ד בנושא: ""המשך המצור על עזה וההתנהגות הפיראטית של הממשלה אשר מדרדרת את האזור אל פי התהום"".",300,הצעת אי-אמון בממשלה,07/06/2010,18:48,0,1
"הצעת חוק הפיקוח על שירותים פיננסיים (ביטוח) (תיקון-איסור לתקן או לשקם כלי רכב שנגרם לו נזק של 50% לפחות), התש""ע-2010 

",100,להעביר את הצעת החוק לוועדה,02/06/2010,12:19,1,0
"הצעת חוק הגנת הפרטיות (תיקון - פרסום תמונתו של נפגע), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,02/06/2010,12:27,1,0
"הצעת חוק לתיקון פקודת התעבורה (איסור הגבלת שעות חניה בתמרור המתיר חניה לנכים), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,02/06/2010,12:33,1,0
הצעת חוק-יסוד: השפיטה (תיקון - סמכויות בית המשפט הגבוה לצדק) ,100,להעביר את הצעת החוק לוועדה,02/06/2010,12:56,0,1
"הצעת חוק תמריצים לסטודנטים בשירות מילואים ממושך, התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,02/06/2010,13:14,0,1
"הצעת חוק לתיקון פקודת העיתונות (הגבלה על הפצתו בחינם של עיתון בתפוצה ארצית), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,02/06/2010,13:40,0,1
"חוק הפחתת הגירעון והגבלת ההוצאה התקציבית (תיקון מס` 11), התש""ע-2010",120,שם החוק,25/05/2010,07:48,1,0
"""הממשלה מייצגת את האינטרסים של חברי הקואליציה במקום לשרת את האינטרסים של תושבי המדינה"" -  דיון בהשתתפות ראש הממשלה בעקבות חתימותיהם של 40 חברי-כנסת",911,הודעת ראש הממשלה,25/05/2010,19:27,1,0
"הצעת אי אימון מטעם סיעת קדימה בנושא: ""כוונת הממשלה להקים את עיר הבה""דים בנגב בלי מתן עדיפות לקבלני הדרום ולתוצרת כחול לבן מתוך העדפת יצור חוץ ובלי עמידה על רכש גומלין ראוי""לקבלני הדרום ולתוצרת כחול לבן מתוך העדפת יצור חוץ ובלי עמידה על רכש גומלין ראוי",300,הצעת אי-אמון בממשלה,24/05/2010,18:20,0,1
"הצעת אי אימון מטעם סיעות רע""מ-תע""ל-חד""ש ובל""ד בנושא: ""כרסום הדמוקרטיה בצל ממשלה ימנית אנטי דמוקרטית""",300,הצעת אי-אמון בממשלה,24/05/2010,18:21,0,1
"חוק גלי צה""ל - שידורי רדיו של צבא הגנה לישראל (שידורי חסות ותשדירי שירות) (הוראת שעה) (תיקון מס` 3), התש""ע-2010",104,קריאה שנייה,24/05/2010,18:39,1,0
"חוק ניירות ערך  (תיקון מס` 41), התש""ע-2010",104,קריאה שנייה,24/05/2010,18:43,1,0
"הצעת חוק הרשות לשימור המורשת של עדות ישראל, התש""ע - 2010",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,24/05/2010,19:25,1,0
"הצעת אי אמון מטעם סיעת קדימה בנושא: ""ממשלת ישראל יוצרת אפליה במדיניות משרד הבינוי והשיכון להעדיף סקטור אחד על פני אחר בתוכנית הבנייה לזוגות צעירים ובכך מנציחה פערים חברתיים ופוגעת בציבוריים שלמים בחברה בישראל""",201,"לכלול את הנושא בסדר היום של המליאה
",17/05/2010,18:10,0,1
"הצעת אי אמון מטעם סיעות מרצ, רע""מ-תע""ל-חד""ש ובל""ד בנושא: ""הממצאים החמורים שנחשפו בדו""ח מבקר המדינה""",300,הצעת אי-אמון בממשלה,17/05/2010,18:11,0,1
"הצעת חוק חופשה שנתית (תיקון מס` 11), התש""ע-2010",104,קריאה שנייה,17/05/2010,18:14,1,0
"הצעת חוק לתיקון פקודת מס הכנסה (מס` 175)(תקופת שומה מיוחדת), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,17/05/2010,18:42,1,0
"הצעת חוק לאיסור קריאת שמות מקומות ציבוריים על שם אישי ציבור שעודם בחיים (תיקוני חקיקה), התש""ע-2009",100,להעביר את הצעת החוק לוועדה,12/05/2010,13:07,0,1
"הצעת חוק נישואין וגירושין, התש""ע-2009",100,להעביר את הצעת החוק לוועדה,12/05/2010,13:28,0,1
"הצעת חוק הקולנוע (תיקון - הצהרת נאמנות), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,12/05/2010,13:58,0,1
המלצת ועדת הכנסת בדבר מינוי סגן ליושב ראש הכנסת,900,הצעת ועדת הכנסת,11/05/2010,16:41,1,0
" הצעת אי אמון מטעם סיעת קדימה : ""ממשלת נתניהו שוברת שיאים של הנצחת פערים בין החינוך ממשלת נתניהו שוברת שיאים של הנצחת פערים בין החינוך הממלכתי לחינוך החרדי ושומרת שתיקה מול הקיטוב, הבידול והאלימות הגואה בחברה בשל רצונה היחיד לשרוד בכל מחיר""",300,הצעת אי-אמון בממשלה,10/05/2010,18:51,0,1
" הצעת אי אמון מטעם סיעות רע""מ-תע""ל-חד""ש-ובל""ד בנושא: ""האפליה המתמשכת נגד האוכלוסייה הערבית במדינה בתחומי החינוך והתעסוקה""",300,הצעת אי-אמון בממשלה,10/05/2010,18:51,0,1
"הצעת אי אמון מטעם סיעות בל""ד-רע""מ-תע""ל וחד""ש בנושא: ""מצבה של מערכת החינוך בירושלים המזרחית"" ",300,הצעת אי-אמון בממשלה,03/05/2010,18:17,0,1
"הצעת סיעת קדימה להביע אי-אמון בממשלה בנושא: ""כישלון ממשלת נתניהו בתחום המדיני, הכלכלי והחברתי""",300,הצעת אי-אמון בממשלה,26/04/2010,17:01,0,1
"הצעת חוק יסוד: תקציב המדינה לשנים 2009 ו-2010 (הוראות מיוחדות) (הוראת שעה) (תיקון), התש""ע- 2010",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,17/03/2010,16:50,1,0
"הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010 (תיקון מס` 3), התש""ע - 2010",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,17/03/2010,18:00,1,0
"הצעת חוק הפחתת הגירעון והגבלת ההוצאה התקציבית (תיקון מס` 11), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,17/03/2010,18:01,1,0
" הצעת אי-אמון מטעם סיעת קדימה בנושא: ""אין ראש ממשלה בירושלים - נתניהו הרס את ביקורו המדיני של סגן נשיא ארצות הברית""",300,הצעת אי-אמון בממשלה,15/03/2010,19:22,0,1
"חוק ברית הזוגיות לחסרי דת, התש""ע-2010",104,קריאה שנייה,15/03/2010,23:18,1,0
"הצעת אי-אמון מטעם סיעות רע""מ-תע""ל-חד""ש ובל""ד בנושא: ""המצוקה התקציבית של הרשיות המקומיות בכלל והערביות בפרט"" ",300,הצעת אי-אמון בממשלה,15/03/2010,19:23,0,1
"הצעת אי-אמון מטעם סיעת מרצ בנושא: ""התוכנית להקמת 1600 יחידות דיור בשכונת רמת שלמה בירושלים הנמצאת מעבר לקו הירוק""",300,הצעת אי-אמון בממשלה,15/03/2010,19:24,0,1
"הצעת חוק בתי הדין הדרוזיים (תיקון - הרכב וכשירות), התשס""ט-2009",202,להעביר את הנושא לוועדה,10/03/2010,12:36,1,0
"הצעת חוק איסור רוכלות רוחנית בקרבת מוסדות חינוך, התש""ע-2010",100,להעביר את הצעת החוק לוועדה,10/03/2010,13:02,0,1
"הצעת חוק הממשלה (תיקון - פיקוח על הוצאות שרי הממשלה בנסיעות לחוץ לארץ), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,10/03/2010,13:17,0,1
"הצעת חוק פקודת העדה הדתית (המרה) (תיקון - גיור על ידי רב עיר ומועצה מקומית), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,10/03/2010,14:16,0,1
"הצעת חוק האזרחות (תיקון- ידיעת השפה הערבית), 
התשס""ט-2009",202,להעביר את הנושא לוועדה,10/03/2010,14:30,0,1
"הצעת אי-אמון מטעם סיעת קדימה בנושא: ""שנה לממשלת הכלום"" ",300,הצעת אי-אמון בממשלה,08/03/2010,18:05,0,1
"הצעת אי-אמון מטעם סיעות חד""ש-רע""מ-תע""ל ובל""ד בנושא: ""הממשלה יוזמת הרס של מערכת התכנון ובכך פוגעת קשות בחברה, בבריאות ובסביבה"" ",300,הצעת אי-אמון בממשלה,08/03/2010,18:05,0,1
מדינת ישראל תחת הנהגתו של נתניהו לאן? - דיון בעקבות בקשתם של 40 חברי-כנסת,911,הודעת ראש הממשלה,03/03/2010,16:23,1,0
"הצעת סיעת קדימה להביע אי-אמון בממשלה בנושא: ""התנהלותו הכושלת של נתניהו בטיפולו במשבר של רשות השידור וכוונתו להפוך את רשות השידור לשופרה הפולטי של ממשלתו""",300,הצעת אי-אמון בממשלה,02/03/2010,18:01,0,1
"הצעת סיעות רע""מ-תע""ל-בל""ד-חד""ש להביע אי-אמון בממשלה בנושא: ""ועדות קרואות ברשויות מקומיות וקריסת השלטון המקומי בארץ""",300,הצעת אי-אמון בממשלה,02/03/2010,18:03,0,1
"הצעת חוק למניעת הטרדה מינית (תיקון - הרחבת נסיבות הטרדה מינית והארכת תקופת התיישנות), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,24/02/2010,12:11,1,0
"הצעת חוק הקמת אוניברסיטאות בנצרת, בבאקה אלג`רביה וברהט, התשס""ט - 2009",202,להעביר את הנושא לוועדה,24/02/2010,12:39,1,0
"הצעת חוק הדיינים (תיקון - הרכב הוועדה למינוי דיינים), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,24/02/2010,13:44,0,1
"הצעת חוק בריאות הציבור בישראל, התשס""ט-2009 ",100,להעביר את הצעת החוק לוועדה,24/02/2010,13:53,0,1
"הצעת אי אמון מטעם סיעות בל""ד-ר""עמ-תע""ל וחד""ש בנושא: ""התכנית להריסת מאות בתים של פלסטינים בירושלים"".",300,הצעת אי-אמון בממשלה,22/02/2010,17:56,0,1
"חוק העונשין (תיקון מס` 106), התש""ע-2010  ",104,קריאה שנייה,22/02/2010,18:02,1,0
"הצעת חוק המוסד העליון ללשון העברית (תיקון מס` 4) (פטור ממסים), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,10/02/2010,12:13,1,0
"הצעת חוק לתיקון פקודת מס הכנסה (הטבות מס לתושבי יישובים בגולן), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,10/02/2010,12:26,1,0
"הצעת חוק נכסי נפקדים (תיקון - בחירת ועדי נאמנים), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,10/02/2010,12:50,0,1
"הצעת חוק איסור הונאה בכשרות (תיקון - כשרות מזון בלבד), התש""ע-2009",100,להעביר את הצעת החוק לוועדה,10/02/2010,13:56,0,1
"חוק שוויון הזדמנויות בעבודה (תיקון מס` 13), התש""ע-2010",102,אישור החוק,08/02/2010,20:16,1,0
"הצעת סיעת קדימה להביע אי אמון בממשלה בנושא: ""ממשלת ישראל מעודדת שתיית אלכוהול ע""י הורדת המיסים על משקאות"" אלכוהוליים",300,הצעת אי-אמון בממשלה,08/02/2010,18:05,0,1
"הצעת סיעות חד""ש-רע""מ-תע""ל-בל""ד להביע אי אמון בממשלה בנושא: ""הפערים החברתיים והכלכליים המתרחבים בחברה הישראלית""",300,הצעת אי-אמון בממשלה,08/02/2010,18:06,0,1
"חוק לתיקון פקודת הקרקעות (רכישה לצרכי ציבור) (מס` 3), התש""ע-2010",104,קריאה שנייה,08/02/2010,19:23,1,0
"חוק יסודות התקציב (תיקון מס` 38), התש""ע-2010",104,קריאה שנייה,08/02/2010,19:42,1,0
"חוק הסדרת העיסוק בייעוץ השקעות, בשיווק השקעות ובניהול תיקי השקעות (תיקון מס` 13), התש""ע-2010",104,קריאה שנייה,08/02/2010,19:49,1,0
"חוק שירות הקבע בצבא-הגנה לישראל (הליכים לעניין החלטות הנוגעות לחיילים בשירות קבע), התש""ע-2010",104,קריאה שנייה,08/02/2010,19:59,1,0
"חוק העונשין (תיקון מס` 104), התש""ע-2010 ",104,קריאה שנייה,08/02/2010,20:04,1,0
"חוק העונשין (תיקון מס` 105), התש""ע-2010",104,קריאה שנייה,08/02/2010,20:10,1,0
"הצעת חוק העונשין (תיקון - החמרת הענישה על עבירות בהשפעת אלכוהול), התשס""ט - 2009",100,להעביר את הצעת החוק לוועדה,03/02/2010,13:34,0,1
"הצעת חוק העונשין (תיקון - הרחבת הגדרת הגזענות), התש""ע-2009",100,להעביר את הצעת החוק לוועדה,03/02/2010,13:50,0,1
"הצעת חוק לתיקון פקודת הקרקעות (רכישה לצרכי ציבור) (פקיעת רכישה), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,03/02/2010,14:11,0,1
הצעת סיעת קדימה להביע אי אמון בממשלה בנושא: הקיפאון הנמשך בתהליך המדיני,300,הצעת אי-אמון בממשלה,02/02/2010,18:05,0,1
"הצעת סיעות רע""מ-תע""ל-חד""ש-בל""ד להביע אי-אמון בממשלה בנושא: הפרטת המעברים בין השטחים הכבושים לבין ישראל",300,הצעת אי-אמון בממשלה,02/02/2010,18:06,0,1
"הודעת ועדת הפנים והגנת הסביבה על רצונה להחיל דין רציפות על הצעת חוק הפחתת השימוש בשקיות פלסטיק, התשס""ח-2008 - הצבעה",111,להחיל דין רציפות,02/02/2010,18:08,1,0
"חוק העיטורים במשטרת ישראל ובשירות בתי הסוהר (תיקון מס` 3), התש""ע-2010",104,קריאה שנייה,02/02/2010,18:13,1,0
"הצעת חוק לתיקון פקודת התעבורה (מסירת מידע ביחס לשירותי התחבורה הציבורית), התש""ע-2009",100,להעביר את הצעת החוק לוועדה,20/01/2010,12:42,1,0
