"CommitteeID","Name","CategoryID","CategoryDesc","KnessetNum","CommitteeTypeID","CommitteeTypeDesc","Email","StartDate","FinishDate","AdditionalTypeID","AdditionalTypeDesc","ParentCommitteeID","CommitteeParentName","IsCurrent","LastUpdatedDate"
722,הוועדה המשותפת לוועדת העבודה ולוועדת הכנסת לדיון בהצעת חוק שוויון הזדמנויות בעבודה (תיקון-נציג אוכלוסייה ערבית בוועדה מייעצת),498,"ועדה משותפת של ועדת העבודה, הרווחה והבריאות וועדת הכנסת לעניין הצ""ח שוויון הזדמנויות בעבודה (תיקון - נציג אוכלוסיה ערבית בוועדה המייעצת), התש""ע-2009",18,73,ועדה משותפת,vrevacha@knesset.gov.il,2011-02-21 00:00:00,,992,מיוחדת,,,1,2015-03-20 12:02:57
723,הוועדה המשותפת לוועדת העבודה ולוועדת הכנסת לדיון בהצעת חוק שוויון הזדמנויות בעבודה (תיקון - נציג אוכלוסייה ערבית בוועדה),,,18,73,ועדה משותפת,vrevacha@knesset.gov.il,2011-03-09 00:00:00,,,,,,1,2017-04-24 16:54:33
724,הוועדה המשותפת לוועדת הכנסת לפי חוק הכללת אמצעי זיהוי ביומטריים,309,הוועדה המשותפת לפי חוק הכללת אמצעי זיהוי ביומטריים ונתוני זיהוי ביומטריים במסמכי זיהוי ובמאגר מידע,18,73,ועדה משותפת,sciencecom@knesset.gov.il,2011-03-29 00:00:00,,992,מיוחדת,,,1,2015-03-20 12:02:57
725,הוועדה המשותפת לוועדת החינוך ולוועדה למעמד האישה לדיון בהצעות חוק בנושא זכויות הסטודנט,,,18,73,ועדה משותפת,v2@knesset.gov.il,2011-06-06 00:00:00,,992,מיוחדת,,,1,2015-03-20 12:02:57
726,הצוות לבחינת מכלול נושא תנאי עבודת חברי הכנסת,,,18,74,ועדת משנה,vadatk@knesset.gov.il,2011-06-28 00:00:00,,991,קבועה,652,ועדת הכנסת,1,2015-03-20 12:02:57
727,הוועדה המשותפת לוועדת הפנים ולוועדת הכלכלה לדיון בהצעת חוק הליכי תכנון ובנייה,506,"ועדה משותפת פנים כלכלה - הצ""ח הליכי תכנון ובנייה  - וד""לים",18,73,ועדה משותפת,v_hapnim@knesset.gov.il,2011-07-05 00:00:00,,,,,,1,2015-03-20 12:02:57
827,ועדת המשנה לתחבורה ציבורית,,,18,74,ועדת משנה,vkalkala@knesset.gov.il,2011-06-20 00:00:00,,991,קבועה,654,ועדת הכלכלה,1,2015-03-20 12:02:57
828,ועדת המשנה לביטחון פנים,,,18,74,ועדת משנה,sazulay@knesset.gov.il,2011-07-25 00:00:00,,991,קבועה,656,ועדת הפנים ואיכות הסביבה,1,2015-03-20 12:02:57
830,ועדת המשנה לדיור במגזר הערבי,508,ועדת המשנה לדיור במגזר הערבי,18,74,ועדת משנה,vdept5@knesset.gov.il,2011-01-12 00:00:00,,991,קבועה,653,ועדת הכספים,1,2015-03-20 12:02:57
831,ועדת המשנה לפיתוח הנגב והגליל,,,18,74,ועדת משנה,vkalkala@knesset.gov.il,2011-09-04 00:00:00,,,,654,ועדת הכלכלה,1,2015-03-20 12:02:57
832,ועדת המשנה לנושא חלל,510,ועדת המשנה לנושא החלל,18,74,ועדת משנה,,2011-12-06 00:00:00,2013-02-05 00:00:00,,,663,ועדת המדע והטכנולוגיה,0,2015-12-23 18:04:53
833,ועדת המשנה לקשרי ישראל והקהילות היהודיות בעולם,511,ועדת משנה לקשרי ישראל והקהילות היהודיות בעולם,18,74,ועדת משנה,,2011-07-20 00:00:00,2013-02-05 00:00:00,991,קבועה,658,"ועדת העלייה, הקליטה והתפוצות",0,2015-12-23 18:05:35
834,ועדת המשנה לדיון בהצעת חוק הציוד הרפואי,512,"ועדת משנה להצעת חוק הציוד הרפואי, התשע""א–2010",18,74,ועדת משנה,vrevacha@knesset.gov.il,2012-01-09 00:00:00,,991,קבועה,660,"ועדת העבודה, הרווחה והבריאות",1,2015-03-20 12:02:57
835,ועדת המשנה השניים,,,18,74,ועדת משנה,vbikoret@knesset.gov.il,2012-01-11 00:00:00,,991,קבועה,661,הוועדה לענייני ביקורת המדינה,1,2015-03-20 12:02:57
836,ועדת המשנה לנושא הפנסיה בקיבוץ המתחדש,520,ועדת משנה לנושא: פנסיה בקיבוץ המתחדש,18,74,ועדת משנה,vrevacha@knesset.gov.il,2012-02-09 00:00:00,,,,660,"ועדת העבודה, הרווחה והבריאות",1,2015-03-20 12:02:57
837,ועדת המשנה להצעת חוק ניירות ערך (תיקון 48) (תעודות התחייבות),515,"ועדת המשנה להצעת חוק ניירות ערך (תיקון מס' 48)(תעודות התחייבות), התשע""ב – 2011 (מ/628)",18,74,ועדת משנה,vdept5@knesset.gov.il,2012-02-13 00:00:00,,,,653,ועדת הכספים,1,2015-03-20 12:02:57
838,"ועדת המשנה לעניין ""ספר הליקויים"" החדש של הביטוח הלאומי",,,18,74,ועדת משנה,vrevacha@knesset.gov.il,2012-03-06 00:00:00,,,,660,"ועדת העבודה, הרווחה והבריאות",1,2015-03-20 12:02:57
839,הוועדה המשותפת לוועדת הכלכלה ולוועדה לקידום מעמד האישה לדיון בחוק זכויות הדייר,525,הוועדה המשותפת לוועדת הכלכלה ולוועדה לקידום מעמד האישה בהתאם לחוק זכויות הדייר בדיור הציבורי,18,73,ועדה משותפת,vkalkala@knesset.gov.il,2012-03-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
840,ועדת המשנה לנושאי חינוך,,,18,74,ועדת משנה,rikieliya@knesset.gov.il,2012-05-21 00:00:00,,991,קבועה,661,הוועדה לענייני ביקורת המדינה,1,2015-03-20 12:02:57
841,ועדת המשנה לנושאי רווחה,,,18,74,ועדת משנה,rikieliya@knesset.gov.il,2012-05-21 00:00:00,,991,קבועה,661,הוועדה לענייני ביקורת המדינה,1,2015-03-20 12:02:57
842,"הוועדה המשותפת לוועדת החוקה, חוק ומשפט ולוועדת הכספים על פי חוק ביטוח רכב מנועי",,,18,73,ועדה משותפת,vdept4@knesset.gov.il,2012-07-24 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
843,הוועדה המשותפת לוועדת הכלכלה ולוועדת הכספים לעניין מאגר מידע למחירי מוצרים,523,ועדה משותפת לוועדת הכלכלה וועדת הכספים לעניין מאגרי מידע למחירי מוצרים,18,73,ועדה משותפת,vkalkala@KNESSET.GOV.IL,2012-07-24 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
844,הוועדה המשותפת לוועדת החינוך ולוועדת הפנים לנושא שמירת זכויות אזרחי ישראל בשטחי איי,,,18,73,ועדה משותפת,v2@knesset.gov.il,2012-07-24 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
845,ועדת המשנה למניעת סגירתו של מפעל פניציה,524,ועדת משנה למניעת סגירתו של מפעל פניציה,18,74,ועדת משנה,vkalkala@knesset.gov.il,2012-09-24 00:00:00,,,,654,ועדת הכלכלה,1,2015-03-20 12:02:57
846,ועדת הכספים,2,ועדת הכספים,19,71,ועדה ראשית,,2013-02-05 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
847,ועדת החוץ והביטחון,4,ועדת החוץ והביטחון,19,71,ועדה ראשית,,2013-02-05 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
848,ועדת הפנים והגנת הסביבה,5,ועדת הפנים והגנת הסביבה,19,71,ועדה ראשית,,2013-03-03 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
849,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,19,71,ועדה ראשית,,2013-02-05 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
850,"ועדת החינוך, התרבות והספורט",8,"ועדת החינוך, התרבות והספורט",19,71,ועדה ראשית,,2013-02-05 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
851,ועדת האתיקה,14,ועדת האתיקה,19,71,ועדה ראשית,,2013-04-22 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
852,"ועדת העבודה, הרווחה והבריאות",28,"ועדת העבודה, הרווחה והבריאות",19,71,ועדה ראשית,,2013-02-05 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
853,הוועדה לקידום מעמד האישה ולשוויון מגדרי,11,הוועדה לקידום מעמד האישה ולשוויון מגדרי,19,71,ועדה ראשית,,2013-02-05 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
854,ועדת הכנסת,1,ועדת הכנסת,19,70,ועדת הכנסת,,2013-02-05 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
855,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",19,71,ועדה ראשית,,2013-02-05 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
856,"ועדת העלייה, הקליטה והתפוצות",27,"ועדת העלייה, הקליטה והתפוצות",19,71,ועדה ראשית,,2013-02-05 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
857,ועדת המדע והטכנולוגיה,13,ועדת  המדע  והטכנולוגיה,19,71,ועדה ראשית,,2013-02-05 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
858,ועדת הכלכלה,3,ועדת הכלכלה,19,71,ועדה ראשית,,2013-02-05 00:00:00,2015-03-31 00:00:00,991,קבועה,,,0,2015-03-20 12:02:57
859,הוועדה המיוחדת לדיון בהצעת חוק הרבנות הראשית לישראל,,,19,72,ועדה מיוחדת,,2013-03-19 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2020-01-20 14:05:08
860,הוועדה המיוחדת לפניות הציבור,19,הוועדה המיוחדת לפניות הציבור,19,72,ועדה מיוחדת,,2013-04-09 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2020-05-21 15:39:38
861,הוועדה המיוחדת לזכויות הילד,25,הוועדה המיוחדת לזכויות הילד,19,72,ועדה מיוחדת,,2013-04-09 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2020-05-21 15:39:38
862,הוועדה המיוחדת למאבק בנגעי הסמים והאלכוהול,12,הוועדה המיוחדת להתמודדות עם סמים ואלכוהול,19,72,ועדה מיוחדת,,2013-04-09 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2020-05-21 15:39:38
863,הוועדה המיוחדת לבחינת בעיית העובדים הזרים,15,ועדה מיוחדת לבעיית העובדים הזרים,19,72,ועדה מיוחדת,,2013-04-09 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2020-05-21 15:39:38
864,הוועדה המשותפת לוועדת הפנים ולוועדת הכלכלה לפי חוק הליכי תכנון ובנייה,,,19,73,ועדה משותפת,,2013-04-22 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2017-04-24 16:55:27
865,ועדת המשנה לתקנות שוויון זכויות לאנשים עם מוגבלות,312,ועדת משנה לתקנות חוק שוויון זכויות לאנשים עם מוגבלות,19,74,ועדת משנה,,2013-04-22 00:00:00,2015-03-31 00:00:00,,,852,"ועדת העבודה, הרווחה והבריאות",0,2015-04-12 16:27:48
866,"ועדת המשנה לביטחון, יחסי חוץ וקשרי מסחר בינלאומיים",196,"ועדת המשנה לנושא ביטחון, יחסי חוץ וקשרי מסחר בינלאומיים",19,74,ועדת משנה,vbikoret@knesset.gov.il,2013-05-06 00:00:00,,,,849,הוועדה לענייני ביקורת המדינה,1,2015-03-20 12:02:57
867,ועדת המשנה לביטחון פנים,,,19,74,ועדת משנה,,2013-05-27 00:00:00,2015-03-31 00:00:00,,,848,ועדת הפנים והגנת הסביבה,0,2015-03-20 12:02:57
868,ועדת המשנה למאבק בסחר בנשים ובזנות,527,ועדת המשנה למאבק בסחר בנשים ובזנות,19,74,ועדת משנה,,2013-06-10 00:00:00,2015-03-31 00:00:00,,,853,הוועדה לקידום מעמד האישה ולשוויון מגדרי,0,2015-03-20 12:02:57
869,"הוועדה המשותפת לוועדת הפנים ולוועדת החינוך לדיון בהלס""י בנושא: נפגעים באירועי ספורט המוניים",,,19,73,ועדה משותפת,,2013-06-11 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
870,"הוועדה המשותפת לוועדת החוץ והביטחון ולוועדת החוקה, חוק ומשפט לבחינת הצורך להכריז על מצב חירום",,,19,73,ועדה משותפת,,2013-06-17 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
871,הוועדה המשותפת לוועדת החוץ והביטחון ולוועדת הכספים לנושא תקציב הביטחון,29,ועדה משותפת לתקציב הביטחון,19,73,ועדה משותפת,,2013-06-17 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
872,"הוועדה המשותפת לוועדת החוקה, חוק ומשפט ולוועדת החוץ והביטחון לדיון בחוק האזנת סתר",,,19,73,ועדה משותפת,,2013-06-17 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
873,"הוועדה המשותפת לוועדת החוקה, חוק ומשפט ולוועדת הכספים לפי חוק נכסים של נספי השואה",335,ועדה משותפת לעניין חוק נכסים של נספי שואה,19,73,ועדה משותפת,,2013-06-17 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
874,הוועדה המשותפת לוועדת הכנסת ולוועדת הכספים לעניין לתקציב הכנסת,209,ועדה משותפת לתקציב הכנסת,19,73,ועדה משותפת,,2013-05-13 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
875,הוועדה המיוחדת לדיון בהצעות החוק בעניין השוויון בנטל,,,19,72,ועדה מיוחדת,,2013-07-23 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
876,הוועדה המיוחדת לדיון בהצעת החוק בעניין השוויון בנטל ולהסדרת מעמדם של תלמידי הישיבות,536,"ועדה מיוחדת לדיון בהצעת החוק בעניין השוויון בנטל בשירות הצבאי, בשירות האזרחי ובשוק העבודה ולהסדרת מעמדם של תלמידי הישיבות",19,72,ועדה מיוחדת,,2013-07-23 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
877,ועדת המשנה לתקנות ניירות ערך זירת סוחר לחשבונו העצמי,537,ועדת המשנה לענין תקנות ניירות ערך (זירת סוחר לחשבונו העצמי),19,74,ועדת משנה,,2013-06-24 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-04-12 16:26:42
878,ועדת המשנה למאבק בתאונות דרכים,43,ועדת המשנה למאבק בתאונות דרכים בראשות חבר הכנסת דוד צור,19,74,ועדת משנה,,2013-08-28 00:00:00,2015-03-31 00:00:00,,,858,ועדת הכלכלה,0,2015-03-20 12:02:57
879,ועדת המשנה לעניינים חסויים (תקציב שירות הביטחון),,,19,74,ועדת משנה,,2013-10-01 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-03-20 12:02:57
880,ועדת המשנה לעניינים חסויים לפי סעיף 5 לחוק הכנסת (כלכלי),,,19,74,ועדת משנה,,2013-07-15 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-03-20 12:02:57
881,"הוועדה המשותפת לוועדת החוץ והביטחון ולוועדת החוקה, חוק ומשפט לאישור תקנות (סדרי הדין בוועדה לבחינת פטור מטעמי הכרה דתית והרכבה)",,,19,73,ועדה משותפת,v_bitachon@KNESSET.GOV.IL,2013-10-21 00:00:00,,992,מיוחדת,,,1,2015-03-20 12:02:57
882,"הוועדה המשותפת לוועדת החוקה, חוק ומשפט ולוועדת הכנסת להצעות חוק יסוד: משאל עם",539,ועדה משותפת חוקה וכנסת להצעות חוק יסוד: משאל עם,19,73,ועדה משותפת,,2013-11-04 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
883,ועדת המשנה לעניינים חסויים לפי סעיף 5 לחוק הכנסת (ביטחוני),,,19,74,ועדת משנה,,2013-11-04 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-03-20 12:02:57
884,הוועדה המשותפת לוועדת הכלכלה ולוועדת הכספים לעניין קידום התחרות בענף המזון,540,ועדה משותפת כלכלה - כספים לקידום התחרות בענף המזון,19,73,ועדה משותפת,,2013-11-20 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
885,הוועדה המשותפת לוועדת החינוך ולוועדת העלייה לדיון בהצעת חוק הרשות לשימור מורשת ישראל,,,19,73,ועדה משותפת,,2013-11-27 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
886,ועדת המשנה לקידום זכויות האוכלוסייה הדרוזית והצ'רקסית,,,19,74,ועדת משנה,,2013-11-04 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-04-12 16:26:00
887,ועדת המשנה לשילוב ענף ההיי-טק בכלכלה ובהכנסות המדינה,,,19,74,ועדת משנה,,2013-11-04 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-04-12 16:26:22
888,ועדת המשנה להליכי תכנון ובניה במגזר הדרוזי,,,19,74,ועדת משנה,,2013-12-26 00:00:00,2015-03-31 00:00:00,992,מיוחדת,848,ועדת הפנים והגנת הסביבה,0,2015-03-20 12:02:57
889,ועדת המשנה ללקחי הסופה,,,19,74,ועדת משנה,,2013-12-26 00:00:00,2014-02-10 00:00:00,,,848,ועדת הפנים והגנת הסביבה,0,2015-03-20 12:02:57
890,ועדת המשנה לביטוח,541,ועדת המשנה לביטוח,19,74,ועדת משנה,,2013-06-24 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-03-20 12:02:57
891,ועדת המשנה לפריפריה והתיישבות,,,19,74,ועדת משנה,,2013-06-24 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-04-12 16:25:31
892,ועדת המשנה לעניין: הפנסיה בקיבוץ המתחדש,520,ועדת משנה לנושא: פנסיה בקיבוץ המתחדש,19,74,ועדת משנה,,2014-01-06 00:00:00,2015-03-31 00:00:00,,,852,"ועדת העבודה, הרווחה והבריאות",0,2015-04-12 16:28:14
893,ועדת המשנה לעניינים חסויים לסעיף 5 לחוק הכנסת (ביטחוני),,,19,74,ועדת משנה,,2013-12-30 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-04-12 16:24:56
894,ועדת המשנה לעסקים קטנים ובינוניים,249,ועדת המשנה לעסקים קטנים ובינוניים,19,74,ועדת משנה,,2013-06-24 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-04-12 16:25:21
895,"ועדת המשנה לעניין תוכנית ""מעגלי תעסוקה"" של משרד הכלכלה",542,"ועדת המשנה לעניין תוכנית ""מעגלי תעסוקה"" של משרד הכלכלה",19,74,ועדת משנה,,2014-01-20 00:00:00,2015-03-31 00:00:00,,,852,"ועדת העבודה, הרווחה והבריאות",0,2015-04-12 16:28:25
896,הוועדה המשותפת לוועדת הכלכלה ולוועדה לקידום מעמד האישה בהתאם לחוק זכויות הדייר בדיור הציבורי,525,הוועדה המשותפת לוועדת הכלכלה ולוועדה לקידום מעמד האישה בהתאם לחוק זכויות הדייר בדיור הציבורי,19,73,ועדה משותפת,,2014-01-22 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
897,ועדת המשנה למאבק בהון השחור,546,ועדת המשנה למאבק בהון השחור,19,74,ועדת משנה,,2014-01-22 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-03-20 12:02:57
898,"הוועדה המשותפת לוועדת החוקה, חוק ומשפט, לוועדת הפנים ולוועדת המדע לפי חוק אמצעי זיהוי ביומטריים",543,"ועדה משותפת של ועדת החוקה, חוק ומשפט, ועדת הפנים והגנת הסביבה וועדת המדע והטכנולוגיה לפי חוק אמצעי זיהוי ביומטריים",19,73,ועדה משותפת,,2014-02-05 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
899,ועדת המשנה לכבאות,,,19,74,ועדת משנה,,2014-02-12 00:00:00,2015-03-31 00:00:00,,,848,ועדת הפנים והגנת הסביבה,0,2015-03-20 12:02:57
900,ועדת המשנה למגזר הערבי,59,ועדת המשנה למגזר ערבי,19,74,ועדת משנה,,2013-06-24 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-03-20 12:02:57
901,ועדת המשנה לנושא עליית יהודים להר הבית,,,19,74,ועדת משנה,,2014-03-05 00:00:00,2015-03-31 00:00:00,992,מיוחדת,848,ועדת הפנים והגנת הסביבה,0,2015-03-20 12:02:57
902,ועדת המשנה לבדיקת סוגיית תכנון וסביבה במפרץ חיפה,,,19,74,ועדת משנה,,2014-03-24 00:00:00,2015-03-31 00:00:00,,,848,ועדת הפנים והגנת הסביבה,0,2015-03-20 12:02:57
903,ועדת המשנה לפיקוח על יישום חוק קידום התחרות בענף המזון,544,ועדת משנה לפיקוח על יישום חוק קידום התחרות בענף המזון בראשות חבר הכנסת יעקב אשר,19,74,ועדת משנה,,2014-03-05 00:00:00,2015-03-31 00:00:00,,,858,ועדת הכלכלה,0,2015-03-20 12:02:57
904,ועדת המשנה לאנרגיה ירוקה,545,ועדת משנה לקידום אנרגיה ירוקה בראשות חבר הכנסת חנא סוויד,19,74,ועדת משנה,,2014-03-19 00:00:00,2015-03-31 00:00:00,,,858,ועדת הכלכלה,0,2015-03-20 12:02:57
905,ועדת המשנה לעניין חופי רחצה,,,19,74,ועדת משנה,,2014-06-11 00:00:00,2015-03-31 00:00:00,,,848,ועדת הפנים והגנת הסביבה,0,2015-03-20 12:02:57
906,הוועדה המשותפת לוועדת העלייה ולוועדת החוץ והביטחון לנושא העדר התייחסות למאבק הפליטים היהודים,,,19,73,ועדה משותפת,,2014-05-19 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
907,הוועדה המיוחדת למעקב אחר יישום הוראות בחוק שירות ביטחון וחוק שירות לאומי-אזרחי,556,ועדה מיוחדת למעקב אחר יישום הוראות בחוק שירות ביטחון וחוק שירות לאומי אזרחי,19,72,ועדה מיוחדת,,2014-05-19 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
908,ועדת המשנה לעניינים חסויים לפי סעיף 5 לחוק הכנסת (ביטחוני 26.5.14),,,19,74,ועדת משנה,,2014-05-26 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-04-12 16:28:03
909,הוועדה המשותפת לוועדה למעמד האישה ולוועדת העבודה לדיון בהצעת החוק למניעת הטרדה מינית,554,"ועדה משותפת לדיון בהצעת חוק למניעת הטרדה מינית (תיקון - העברת נטל ההוכחה במקרה של פיטורין בשל הגשת תלונה על הטרדה מינית), התשע""ג-2013",19,73,ועדה משותפת,,2014-05-28 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
910,הוועדה המשותפת לוועדת העבודה ולוועדה למעמד האישה לדיון בהצעות חוק הביטוח הלאומי (חישוב דמי לידה למבוטחת עצמאית),,,19,73,ועדה משותפת,,2014-05-28 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
911,הוועדה המיוחדת לדיון בהצעת חוק השידור הציבורי,558,ועדה מיוחדת לדיון בהצעת חוק השידור הציבורי,19,72,ועדה מיוחדת,,2014-06-02 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
912,ועדת המשנה לנושא חופי הרחצה,,,19,74,ועדת משנה,,2014-06-11 00:00:00,2015-03-31 00:00:00,,,848,ועדת הפנים והגנת הסביבה,0,2015-03-20 12:02:57
913,ועדת המשנה לטיפול ולתקצוב נושא השמיטה,559,ועדת המשנה לטיפול ולתקצוב נושא השמיטה,19,74,ועדת משנה,,2014-06-16 00:00:00,2015-03-31 00:00:00,,,846,ועדת הכספים,0,2015-03-20 12:02:57
914,"ועדת המשנה לטיפול באתר קבר הרשב""י והילולת ל""ג בעומר",,,19,74,ועדת משנה,,2014-07-02 00:00:00,2015-03-31 00:00:00,992,מיוחדת,848,ועדת הפנים והגנת הסביבה,0,2015-03-20 12:02:57
915,ועדת המשנה לנושא הספקת גז טבעי לתעשייה,,,19,74,ועדת משנה,,2014-07-02 00:00:00,2015-03-31 00:00:00,,,858,ועדת הכלכלה,0,2015-03-20 12:02:57
916,"הוועדה המשותפת לוועדת המדע ולוועדת החוקה, חוק ומשפט לדיון בהצעת חוק פיקוח אלקטרוני על עצור ועל אסיר משוחרר על תנאי",560,"ועדה משותפת לדיון בהצ""ח פיקוח אלקטרוני על עצור ועל אסיר משוחרר על תנאי",19,73,ועדה משותפת,,2014-07-28 00:00:00,2015-03-31 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
917,"ועדת המשנה לנושא התנהלות שב""ס ושיקום אסירים",,,19,74,ועדת משנה,,2014-07-18 00:00:00,2015-03-31 00:00:00,991,קבועה,848,ועדת הפנים והגנת הסביבה,0,2015-03-20 12:02:57
918,ועדת המשנה לתשתיות התעופה הבין-לאומית והפנים-ארצית האזרחית בישראל,562,"ועדת משנה לנושא תשתיות התעופה האזרחית בישראל, הבינלאומית והפנים-ארצית",19,74,ועדת משנה,,2014-08-11 00:00:00,2015-03-31 00:00:00,,,858,ועדת הכלכלה,0,2015-03-20 12:02:57
919,ועדת המשנה לביטחון,,,19,74,ועדת משנה,,2014-11-03 00:00:00,2015-03-31 00:00:00,,,849,הוועדה לענייני ביקורת המדינה,0,2015-03-20 12:02:57
920,הוועדה המשותפת לוועדת הכלכלה ולוועדת החינוך לעניין חוק הרשות השנייה לטלוויזיה ורדיו,565,"ועדה משותפת לוועדת הכלכלה ולוועדת החינוך, התרבות והספורט לפי חוק הרשות השניה לטלוויזיה ורדיו",19,73,ועדה משותפת,,2014-12-08 00:00:00,2015-03-31 00:00:00,,,,,0,2015-03-20 12:02:57
921,הוועדה המיוחדת לבחינת בעיית העובדים הזרים,15,ועדה מיוחדת לבעיית העובדים הזרים,20,72,ועדה מיוחדת,,2015-03-31 00:00:00,2019-04-30 00:00:00,992,מיוחדת,,,0,2020-05-21 15:39:38
922,ועדת הכספים,2,ועדת הכספים,20,71,ועדה ראשית,,2015-03-31 00:00:00,2019-04-30 00:00:00,991,קבועה,,,0,2019-04-28 19:41:32
923,הוועדה המיוחדת למאבק בנגעי הסמים והאלכוהול,12,הוועדה המיוחדת להתמודדות עם סמים ואלכוהול,20,72,ועדה מיוחדת,,2015-03-31 00:00:00,2019-04-30 00:00:00,992,מיוחדת,,,0,2020-07-07 17:28:27
924,הוועדה המיוחדת לזכויות הילד,25,הוועדה המיוחדת לזכויות הילד,20,72,ועדה מיוחדת,,2015-03-31 00:00:00,2019-04-30 00:00:00,992,מיוחדת,,,0,2020-05-21 15:39:38
925,ועדת האתיקה,14,ועדת האתיקה,20,71,ועדה ראשית,,2015-06-18 00:00:00,2019-04-30 00:00:00,991,קבועה,,,0,2020-02-04 12:05:32
926,ועדת הכלכלה,3,ועדת הכלכלה,20,71,ועדה ראשית,,2015-03-31 00:00:00,2019-04-30 00:00:00,991,קבועה,,,0,2019-04-28 19:41:32
927,הוועדה המיוחדת לפניות הציבור,19,הוועדה המיוחדת לפניות הציבור,20,72,ועדה מיוחדת,,2015-03-31 00:00:00,2019-04-30 00:00:00,992,מיוחדת,,,0,2020-05-21 15:39:38
