"﻿MkID","LastName","FirstName","FullName","BirthDate","YearDate","BirthDateHeb","DeathDate","DeathDateHeb","YearDeathDate","ImmigrationDate","BirthCountry","CityName","FamilyStatus","ChildrenNumber","imgPath","FK_MKStatus","FirstLetter","LU_Gender"
534,סדן (שטוק),דוב,סדן (שטוק) דוב,1902-02-21,1902.0,"",1989-10-14,"",1989.0,"1925-01-01T00:00:00",גליציה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/534/1_534_3_1198.jpeg?v=20201010,0,ס,1
535,סוזאיב,זלמן,סוזאיב זלמן,1911-02-14,1911.0,"",1981-02-25,"",1981.0,"",לטביה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/535/1_535_3_1200.jpeg?v=20201010,0,ס,1
536,סוויסה,רפאל,סוויסה רפאל,1935-01-05,1935.0,"",,"",,"1950-01-01T00:00:00",מרוקו,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/536/1_536_3_1202.jpeg?v=20201010,0,ס,1
537,סולודר,עדנה,סולודר עדנה,1930-03-15,1930.0,"",,"",,"",ישראל,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/537/1_537_3_1204.jpeg?v=20201010,0,ס,2
538,סורקיס,מרדכי,סורקיס מרדכי,1908-01-21,1908.0,"",1995-05-26,"",1995.0,"1933-01-01T00:00:00",גליציה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/538/1_538_3_1206.jpeg?v=20201010,0,ס,1
539,סטופ,אברהם,סטופ אברהם,1897-01-01,1897.0,"",1968-09-26,"",1968.0,"1939-01-01T00:00:00",פולין,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/539/1_539_3_1208.jpeg?v=20201010,0,ס,1
540,סלימאן,סאלח,סלימאן סאלח,1888-01-01,1888.0,"",1980-11-24,"",1980.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/540/1_540_3_1210.jpeg?v=20201010,0,ס,1
541,סמילנסקי,יזהר,סמילנסקי יזהר,1916-09-27,1916.0,"",2006-08-21,"",2006.0,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/541/1_541_3_1212.jpeg?v=20201010,0,ס,1
542,סנה (קליינבוים),משה,סנה (קליינבוים) משה,1909-01-06,1909.0,"",1972-03-01,"",1972.0,"1940-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/542/1_542_3_1214.jpeg?v=20201010,0,ס,1
543,סנהדראי,טובה,סנהדראי טובה,1906-09-23,1906.0,"",1993-08-31,"",1993.0,"1934-01-01T00:00:00",גליציה,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/543/1_543_3_1216.jpeg?v=20201010,0,ס,2
544,ספיר,יוסף,ספיר יוסף,1902-01-27,1902.0,"",1972-02-26,"",1972.0,"",ישראל,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/544/1_544_3_1218.jpeg?v=20201010,0,ס,1
545,ספיר (קוזלובסקי),פנחס,ספיר (קוזלובסקי) פנחס,1906-10-15,1906.0,"",1975-08-12,"",1975.0,"1930-01-01T00:00:00",פולין,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/545/1_545_3_1220.jpeg?v=20201010,0,ס,1
546,סרדינס,משה,סרדינס משה,1917-06-21,1917.0,"",1984-03-24,"",1984.0,"1949-01-01T00:00:00",טורקיה,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/546/1_546_3_1222.jpeg?v=20201010,0,ס,1
547,סרטני,אמירה,סרטני אמירה,1931-11-17,1931.0,"",,"",,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/547/1_547_3_1224.jpeg?v=20201010,0,ס,2
548,סרלין,יוסף,סרלין יוסף,1906-02-24,1906.0,"",1974-01-15,"",1974.0,"1933-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/548/1_548_3_1226.jpeg?v=20201010,0,ס,1
549,עבאס,אברהם,עבאס אברהם,1912-01-01,1912.0,"",1958-09-17,"",1958.0,"1929-01-01T00:00:00",סוריה,"","",5.0,https://fs.knesset.gov.il/globaldocs/MK/549/1_549_3_1228.jpeg?v=20201010,0,ע,1
550,עוביד,דיאב,עוביד דיאב,1911-01-01,1911.0,"",1984-02-18,"",1984.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/550/1_550_3_1230.jpeg?v=20201010,0,ע,1
551,עוזיאל,ברוך,עוזיאל ברוך,1901-08-01,1901.0,"",1977-02-20,"",1977.0,"1914-01-01T00:00:00",יוון,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/551/1_551_3_1232.jpeg?v=20201010,0,ע,1
552,עופר (הירש),אברהם,עופר (הירש) אברהם,1922-01-01,1922.0,"",1977-01-03,"",1977.0,"1933-01-01T00:00:00",פולין,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/552/1_552_3_1234.jpeg?v=20201010,0,ע,1
553,עופר (קסבינר),מרדכי,עופר (קסבינר) מרדכי,1924-02-20,1924.0,"",1971-09-01,"",1971.0,"1925-01-01T00:00:00",פולין,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/553/1_553_3_1236.jpeg?v=20201010,0,ע,1
554,עטשי,זיידאן,עטשי זיידאן,1940-05-10,1940.0,"",,"",,"",ישראל,"","",5.0,https://fs.knesset.gov.il/globaldocs/MK/554/1_554_3_1238.jpeg?v=20201010,0,ע,1
555,עמאר,משה,עמאר משה,1922-05-21,1922.0,"",2015-11-29,"",2015.0,"",ישראל,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/555/1_555_3_1240.jpeg?v=20201010,0,ע,1
556,עמית (סלוצקי),מאיר,עמית (סלוצקי) מאיר,1921-03-17,1921.0,"",2009-07-17,"",2009.0,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/556/1_556_3_1242.jpeg?v=20201010,0,ע,1
557,עמר,שלמה,עמר שלמה,1935-11-24,1935.0,"",,"",,"",ישראל,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/557/1_557_3_1244.jpeg?v=20201010,0,ע,1
558,פארס,חסיין,פארס חסיין,1936-09-18,1936.0,"",,"",,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/558/1_558_3_1246.jpeg?v=20201010,0,פ,1
559,פדר,נפתלי,פדר נפתלי,1920-01-04,1920.0,"",2009-11-10,"",2009.0,"1949-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/559/1_559_3_1248.jpeg?v=20201010,0,פ,1
560,פורדר,ישעיהו,פורדר ישעיהו,1901-03-25,1901.0,"",1970-06-09,"",1970.0,"1933-01-01T00:00:00",גרמניה,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/560/1_560_2_1250.png?v=20201010,0,פ,1
561,פיינברג-סירני,עדה,פיינברג-סירני עדה,1930-04-22,1930.0,"",,"",,"1934-01-01T00:00:00",איטליה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/561/1_561_3_1252.jpeg?v=20201010,0,פ,2
562,פיינרמן,עוזי,פיינרמן עוזי,1924-01-01,1924.0,"",1975-04-08,"",1975.0,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/562/1_562_3_1254.jpeg?v=20201010,0,פ,1
563,פישר,יוסף,פישר יוסף,1920-02-11,1920.0,"",1992-12-14,"",1992.0,"1934-01-01T00:00:00",הונגריה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/563/1_563_3_1256.jpeg?v=20201010,0,פ,1
564,פלאטו-שרון (שייביץ`),שמואל,פלאטו-שרון (שייביץ`) שמואל,1930-01-18,1930.0,"",2018-12-07,"2018-12-07T00:00:00",2018.0,"1972-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/564/1_564_3_1258.jpeg?v=20201010,0,פ,1
565,פלד (איפלנד),מתתיהו,פלד (איפלנד) מתתיהו,1923-07-20,1923.0,"",1995-03-10,"",1995.0,"",ישראל,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/565/1_565_3_1260.jpeg?v=20201010,0,פ,1
566,פלד (פרידל),נתן,פלד (פרידל) נתן,1913-06-03,1913.0,"",1992-01-08,"",1992.0,"",רוסיה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/566/1_566_3_1262.jpeg?v=20201010,0,פ,1
567,פלדמן,משה זאב,פלדמן משה זאב,1930-11-14,1930.0,"",1997-02-09,"",1997.0,"1949-01-01T00:00:00",אוסטריה,"","",6.0,https://fs.knesset.gov.il/globaldocs/MK/567/1_567_3_1264.jpeg?v=20201010,0,פ,1
568,פלדמן,ראובן,פלדמן ראובן,1899-12-29,1899.0,"",1990-04-07,"",1990.0,"1933-01-01T00:00:00",פולין,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/568/1_568_3_1266.jpeg?v=20201010,0,פ,1
569,פלומין,יחזקאל,פלומין יחזקאל,1935-08-02,1935.0,"",2019-10-16,"",2019.0,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/569/1_569_3_1268.jpeg?v=20201010,0,פ,1
570,פלש,ג`ורג`,פלש ג`ורג`,1909-01-01,1909.0,"",1990-11-22,"",1990.0,"1933-01-01T00:00:00",האימפריה האוסטרו-הונגרית,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/570/1_570_3_1270.jpeg?v=20201010,0,פ,1
571,פנקס,דוד צבי,פנקס דוד צבי,1897-01-01,1897.0,"",1952-08-14,"",1952.0,"1925-01-01T00:00:00",הונגריה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/571/1_571_3_1272.jpeg?v=20201010,0,פ,1
572,פעיל (פילבסקי),מאיר,פעיל (פילבסקי) מאיר,1926-06-19,1926.0,"",2015-09-15,"2015-09-15T00:00:00",2015.0,"",ישראל,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/572/1_572_3_1274.jpeg?v=20201010,0,פ,1
573,פרומקין,השל,פרומקין השל,1896-01-01,1896.0,"",1974-04-11,"",1974.0,"1920-01-01T00:00:00",רוסיה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/573/1_573_2_1276.png?v=20201010,0,פ,1
574,פרח,יהודה,פרח יהודה,1924-01-11,1924.0,"",1998-11-06,"",1998.0,"",ישראל,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/574/1_574_3_1278.jpeg?v=20201010,0,פ,1
575,פרי (וילדר-פראי),אליעזר,פרי (וילדר-פראי) אליעזר,1902-02-02,1902.0,"",1970-12-01,"",1970.0,"1926-01-01T00:00:00",פולין,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/575/1_575_3_1280.jpeg?v=20201010,0,פ,1
576,פרידמן,מרשה,פרידמן מרשה,1938-05-17,1938.0,"",,"",,"1969-01-01T00:00:00",ארצות הברית,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/576/1_576_3_1282.jpeg?v=20201010,0,פ,2
577,פרידמן,שמחה,פרידמן שמחה,1911-01-01,1911.0,"",1990-01-05,"",1990.0,"1939-01-01T00:00:00",פולין,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/577/1_577_3_1284.jpeg?v=20201010,0,פ,1
578,פרלשטיין,שלמה,פרלשטיין שלמה,1902-09-02,1902.0,"",1979-04-19,"",1979.0,"1933-01-01T00:00:00",גליציה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/578/1_578_3_1286.jpeg?v=20201010,0,פ,1
579,פרמינגר,אליעזר,פרמינגר אליעזר,1920-01-01,1920.0,"",2001-09-15,"",2001.0,"1939-01-01T00:00:00",אוסטריה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/579/1_579_3_1288.jpeg?v=20201010,0,פ,1
580,פרנק,יעקב,פרנק יעקב,1913-03-12,1913.0,"",1993-07-10,"",1993.0,"",ישראל,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/580/1_580_3_1290.jpeg?v=20201010,0,פ,1
581,פרסיץ,שושנה,פרסיץ שושנה,1892-11-16,1892.0,"",1969-03-22,"",1969.0,"1925-01-01T00:00:00",אוקראינה,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/581/1_581_3_1292.jpeg?v=20201010,0,פ,2
582,פרץ,יצחק,פרץ יצחק,1936-06-03,1936.0,"",2002-10-17,"",2002.0,"1952-01-01T00:00:00",מרוקו,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/582/1_582_3_1294.jpeg?v=20201010,0,פ,1
583,פתל,דוד,פתל דוד,1921-09-16,1921.0,"1921-09-06T00:00:00",2019-10-06,"2019-10-07T00:00:00",2019.0,"1941-01-01T00:00:00",עיראק,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/583/1_583_3_1296.jpeg?v=20201010,0,פ,1
584,צברי,רחל,צברי רחל,1909-07-27,1909.0,"",1995-02-16,"",1995.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/584/1_584_3_1298.jpeg?v=20201010,0,צ,2
585,צדוק (וילקנפלד),חיים יוסף,צדוק (וילקנפלד) חיים יוסף,1913-10-02,1913.0,"",2002-08-15,"",2002.0,"1935-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/585/1_585_3_1300.jpeg?v=20201010,0,צ,1
586,צור (שטיין),זאב,צור (שטיין) זאב,1911-09-11,1911.0,"",1994-09-28,"",1994.0,"1931-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/586/1_586_3_1302.jpeg?v=20201010,0,צ,1
587,צור (שטיינברג),יעקב,צור (שטיינברג) יעקב,1937-04-04,1937.0,"",,"",,"",ישראל,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/587/1_587_3_1304.jpeg?v=20201010,0,צ,1
588,צור (צ`רטנקו),צבי (צ`רה),צור (צ`רטנקו) צבי (צ`רה),1923-01-01,1923.0,"",2004-12-28,"",2004.0,"",רוסיה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/588/1_588_3_1306.jpeg?v=20201010,0,צ,1
589,צידון (צ`אטו),יואש,צידון (צ`אטו) יואש,1926-11-28,1926.0,"",2015-07-08,"",2015.0,"1941-01-01T00:00:00",רומניה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/589/1_589_3_1308.jpeg?v=20201010,0,צ,1
590,ציזלינג,אהרן,ציזלינג אהרן,1901-02-26,1901.0,"",1964-01-16,"",1964.0,"1914-01-01T00:00:00",רוסיה הלבנה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/590/1_590_3_1310.jpeg?v=20201010,0,צ,1
591,צימרמן,צבי,צימרמן צבי,1913-01-02,1913.0,"",2006-06-11,"",2006.0,"1944-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/591/1_591_3_1312.jpeg?v=20201010,0,צ,1
592,צפורי (הנקוביץ`-הנדין),מרדכי,צפורי (הנקוביץ`-הנדין) מרדכי,1924-09-15,1924.0,"",2017-05-30,"",2017.0,"",ישראל,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/592/1_592_3_1314.jpeg?v=20201010,0,צ,1
593,קול (קולודני),משה,קול (קולודני) משה,1911-05-28,1911.0,"",1989-07-07,"",1989.0,"1932-01-01T00:00:00",רוסיה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/593/1_593_3_1316.jpeg?v=20201010,0,ק,1
594,קולס,אליעזר,קולס אליעזר,1944-08-29,1944.0,"",,"",,"1948-01-01T00:00:00",רוסיה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/594/1_594_3_1318.jpeg?v=20201010,0,ק,1
595,קוק (ברגסון),הלל (פיטר),קוק (ברגסון) הלל (פיטר),1915-07-24,1915.0,"",2001-08-18,"",2001.0,"1925-01-01T00:00:00",ליטא,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/595/1_595_3_1320.jpeg?v=20201010,0,ק,1
596,קורן,דוד,קורן דוד,1917-06-08,1917.0,"",2011-01-16,"",2011.0,"",ישראל,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/596/1_596_3_1322.jpeg?v=20201010,0,ק,1
597,קורן,יצחק,קורן יצחק,1911-03-13,1911.0,"",1994-06-22,"",1994.0,"1940-01-01T00:00:00",רוסיה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/597/1_597_3_1324.jpeg?v=20201010,0,ק,1
598,קורפו,חיים,קורפו חיים,1921-01-06,1921.0,"",2015-02-23,"",2015.0,"",ישראל,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/598/1_598_3_1326.jpeg?v=20201010,0,ק,1
599,קושניר,יוסף,קושניר יוסף,1900-11-15,1900.0,"",1983-01-06,"",1983.0,"1922-01-01T00:00:00",רוסיה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/599/1_599_3_1328.jpeg?v=20201010,0,ק,1
600,קליבנוב,יעקב,קליבנוב יעקב,1887-12-20,1887.0,"",1966-11-04,"",1966.0,"1921-01-01T00:00:00",רוסיה הלבנה,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/600/1_600_3_1330.jpeg?v=20201010,0,ק,1
601,קלינגהופר,יצחק הנס,קלינגהופר יצחק הנס,1905-02-17,1905.0,"",1990-01-31,"",1990.0,"1953-01-01T00:00:00",גליציה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/601/1_601_3_1332.jpeg?v=20201010,0,ק,1
602,קלמר,משה,קלמר משה,1901-11-01,1901.0,"",1970-09-11,"",1970.0,"1921-01-01T00:00:00",פולין,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/602/1_602_3_1334.jpeg?v=20201010,0,ק,1
603,קמין (קמינקר),ברוך,קמין (קמינקר) ברוך,1914-04-15,1914.0,"",1988-07-10,"",1988.0,"1939-01-01T00:00:00",בסרביה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/603/1_603_3_1336.jpeg?v=20201010,0,ק,1
604,קנב (קניבסקי),יצחק,קנב (קניבסקי) יצחק,1896-01-01,1896.0,"",1980-05-08,"",1980.0,"1919-01-01T00:00:00",רוסיה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/604/1_604_3_1338.jpeg?v=20201010,0,ק,1
605,קסיס,מסעד,קסיס מסעד,1918-11-01,1918.0,"",1989-12-25,"",1989.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/605/1_605_3_1340.jpeg?v=20201010,0,ק,1
606,קפלן,אליעזר,קפלן אליעזר,1891-01-01,1891.0,"",1952-07-13,"",1952.0,"1920-01-01T00:00:00",רוסיה הלבנה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/606/1_606_3_1342.jpeg?v=20201010,0,ק,1
607,קצב,נוזהת,קצב נוזהת,1932-04-01,1932.0,"",,"",,"1951-01-01T00:00:00",עיראק,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/607/1_607_3_1344.jpeg?v=20201010,0,ק,2
608,קרגמן,ישראל,קרגמן ישראל,1906-12-23,1906.0,"",1987-11-17,"",1987.0,"1929-01-01T00:00:00",רוסיה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/608/1_608_3_1346.jpeg?v=20201010,0,ק,1
609,קרמרמן,יוסף,קרמרמן יוסף,1926-01-01,1926.0,"",1981-11-12,"",1981.0,"",ישראל,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/609/1_609_3_1348.jpeg?v=20201010,0,ק,1
610,קשת (קצנלנבוגן),בן-ציון,קשת (קצנלנבוגן) בן-ציון,1914-01-01,1914.0,"",1984-08-08,"",1984.0,"1934-01-01T00:00:00",לטביה,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/610/1_610_3_1350.jpeg?v=20201010,0,ק,1
611,רבינוביץ`,יהושע,רבינוביץ` יהושע,1911-01-01,1911.0,"",1979-08-14,"",1979.0,"1934-01-01T00:00:00",פולין,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/611/1_611_3_1352.jpeg?v=20201010,0,ר,1
612,רובין,בן-ציון,רובין בן-ציון,1939-01-06,1939.0,"",,"",,"1949-01-01T00:00:00",לוב,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/612/1_612_3_1354.jpeg?v=20201010,0,ר,1
613,רובין,חנן (הנס),רובין חנן (הנס),1908-08-10,1908.0,"",1962-10-24,"",1962.0,"1933-01-01T00:00:00",גרמניה,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/613/1_613_3_1356.jpeg?v=20201010,0,ר,1
614,רוזוליו,דניאל,רוזוליו דניאל,1927-05-06,1927.0,"",2005-10-14,"",2005.0,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/614/1_614_3_1358.jpeg?v=20201010,0,ר,1
615,רוזן (רוזנבליט),פנחס (פליקס),רוזן (רוזנבליט) פנחס (פליקס),1887-05-01,1887.0,"",1978-05-03,"",1978.0,"1931-01-01T00:00:00",גרמניה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/615/1_615_3_1360.jpeg?v=20201010,0,ר,1
616,רוזן,שלמה,רוזן שלמה,1905-06-21,1905.0,"",1985-12-07,"",1985.0,"1926-01-01T00:00:00",צ'כיה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/616/1_616_3_1362.jpeg?v=20201010,0,ר,1
617,רום (רבינוביץ`),יוסף,רום (רבינוביץ`) יוסף,1932-09-02,1932.0,"",1997-11-19,"",1997.0,"1935-01-01T00:00:00",פולין,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/617/1_617_3_1364.jpeg?v=20201010,0,ר,1
618,רון,אמרי,רון אמרי,1936-09-09,1936.0,"",2013-11-10,"",2013.0,"",ישראל,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/618/1_618_3_1366.jpeg?v=20201010,0,ר,1
619,רונן (רוזנפלד),אליעזר,רונן (רוזנפלד) אליעזר,1931-09-24,1931.0,"",2016-03-18,"",2016.0,"1952-01-01T00:00:00",מקסיקו,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/619/1_619_3_1368.jpeg?v=20201010,0,ר,1
620,רוקח,ישראל,רוקח ישראל,1886-12-31,1886.0,"",1959-09-13,"",1959.0,"",ישראל,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/620/1_620_3_1370.jpeg?v=20201010,0,ר,1
621,רז (ריז`יק),נחמן,רז (ריז`יק) נחמן,1924-12-09,1924.0,"",2015-07-05,"",2015.0,"",ישראל,"","",7.0,https://fs.knesset.gov.il/globaldocs/MK/621/1_621_3_1372.jpeg?v=20201010,0,ר,1
622,רזיאל-נאור,אסתר,רזיאל-נאור אסתר,1911-11-29,1911.0,"",2002-11-11,"",2002.0,"1914-01-01T00:00:00",רוסיה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/622/1_622_3_1374.jpeg?v=20201010,0,ר,2
623,רייסר,מיכאל,רייסר מיכאל,1946-04-26,1946.0,"",1988-10-27,"",1988.0,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/623/1_623_3_1376.jpeg?v=20201010,0,ר,1
624,רימלט,אלימלך שמעון,רימלט אלימלך שמעון,1907-11-01,1907.0,"",1987-11-05,"",1987.0,"1939-01-01T00:00:00",גליציה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/624/1_624_3_1378.jpeg?v=20201010,0,ר,1
625,ריפתין,יעקב,ריפתין יעקב,1907-03-16,1907.0,"",1978-05-14,"",1978.0,"1929-01-01T00:00:00",פולין,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/625/1_625_3_1380.jpeg?v=20201010,0,ר,1
626,רכטמן,שמואל,רכטמן שמואל,1924-01-01,1924.0,"",1988-07-23,"",1988.0,"",ישראל,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/626/1_626_3_1382.jpeg?v=20201010,0,ר,1
627,רמז,אהרן,רמז אהרן,1919-05-08,1919.0,"",1994-04-03,"",1994.0,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/627/1_627_3_1384.jpeg?v=20201010,0,ר,1
628,רמז (דרבקין),דוד,רמז (דרבקין) דוד,1886-01-01,1886.0,"",1951-05-19,"",1951.0,"1913-01-01T00:00:00",רוסיה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/628/1_628_3_1386.jpeg?v=20201010,0,ר,1
629,רנר,צבי,רנר צבי,1910-01-01,1910.0,"",1990-05-31,"",1990.0,"1934-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/629/1_629_3_1388.jpeg?v=20201010,0,ר,1
630,רפאל,יצחק,רפאל יצחק,1914-07-05,1914.0,"",1999-08-03,"",1999.0,"1935-01-01T00:00:00",גליציה,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/630/1_630_3_1390.jpeg?v=20201010,0,ר,1
631,רפטור,ברל,רפטור ברל,1902-01-01,1902.0,"",1989-03-23,"",1989.0,"1920-01-01T00:00:00",אוקראינה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/631/1_631_3_1392.jpeg?v=20201010,0,ר,1
632,רצון,מנחם,רצון מנחם,1919-08-05,1919.0,"",1987-11-12,"",1987.0,"",ישראל,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/632/1_632_3_1394.jpeg?v=20201010,0,ר,1
633,רקנטי,אברהם,רקנטי אברהם,1888-01-01,1888.0,"",1980-03-03,"",1980.0,"1934-01-01T00:00:00",יוון,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/633/1_633_3_1396.jpeg?v=20201010,0,ר,1
634,שאג (צוובנר),אברהם חיים,שאג (צוובנר) אברהם חיים,1887-01-01,1887.0,"",1958-12-06,"",1958.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/634/1_634_3_1398.jpeg?v=20201010,0,ש,1
635,שאקי,שלום אברהם,שאקי שלום אברהם,1906-11-12,1906.0,"",1990-11-04,"",1990.0,"1914-01-01T00:00:00",תימן,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/635/1_635_3_1400.jpeg?v=20201010,0,ש,1
636,שגיא (ברמן),יהושע,שגיא (ברמן) יהושע,1933-09-27,1933.0,"",,"",,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/636/1_636_3_1402.jpeg?v=20201010,0,ש,1
637,שובל (פינקלשטיין),זלמן,שובל (פינקלשטיין) זלמן,1930-04-28,1930.0,"",,"",,"1938-01-01T00:00:00",העיר החופשית דנציג,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/637/1_637_3_1404.jpeg?v=20201010,0,ש,1
638,שוסטק,אליעזר,שוסטק אליעזר,1911-12-16,1911.0,"",2001-08-20,"",2001.0,"1935-01-01T00:00:00",פולין,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/638/1_638_3_1406.jpeg?v=20201010,0,ש,1
639,שופמן,יוסף,שופמן יוסף,1903-06-12,1903.0,"",1978-09-10,"",1978.0,"1940-01-01T00:00:00",פולין,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/639/1_639_3_1408.jpeg?v=20201010,0,ש,1
640,שוקן,גרשום,שוקן גרשום,1912-09-29,1912.0,"",1990-12-20,"",1990.0,"1933-01-01T00:00:00",גרמניה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/640/1_640_3_1410.jpeg?v=20201010,0,ש,1
641,שורש (שטרנברג),שמואל,שורש (שטרנברג) שמואל,1913-01-11,1913.0,"",1981-11-13,"",1981.0,"1924-01-01T00:00:00",רוסיה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/641/1_641_3_1412.jpeg?v=20201010,0,ש,1
