LawID,TypeID,TypeDesc,SubTypeID,SubTypeDesc,KnessetNum,Name,PublicationDate,PublicationSeriesID,PublicationSeriesDesc,MagazineNumber,PageNumber,LastUpdatedDate
2002134,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"פקודת עיריית ירושלים (הקניית תוקף), התש""ט-1949",2/4/1949 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,תוס' א' - 48,תוס' א' - 48,9/10/2014 14:27
2002135,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"פקודת חנינה כללית, התש""ט-1949",2/11/1949 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,תוס' א' - 50,תוס' א' - 50,9/10/2014 14:27
2002136,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"פקודת האסיפה המכוננת (הצהרת הצירים), התש""ט-1949",2/11/1949 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,תוס' א' - 50,תוס' א' - 50,9/10/2014 14:27
2002137,6002,חוק בן חיצוני,6044,עות'מאני,,החוק העותומני הזמני על ההוצאה לפועל,5/11/1914 0:00,6070,חקיקה עות'מאנית,,,12/5/2019 12:36
2002138,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת המאסר (חוב),12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - מח,א' - מח,11/18/2019 14:18
2002139,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודה הקובעת הוראות נוספות לחוק ההוצאה לפועל, 1936",6/4/1936 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 601,תוס' 1 - 601,6/16/2019 11:48
2002140,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת הפרוצדורה הפלילית (שפיטה על פי כתב האשמה),12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - לו,א' - לו,11/18/2019 14:18
2002141,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת חוק הפרוצדורה (תיקון), 1934",8/23/1934 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 459,תוס' 1 - 459,6/17/2019 11:20
2002142,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפרוצדורה הפלילית (שפיטות תכופות בבתי משפט מחוזיים), 1946",12/21/1946 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1543,תוס' 1 - 1543,6/16/2019 11:10
2002143,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת לימוד סניגוריה על אסירים עניים,12/31/1933 0:00,6074,חוקי ארץ ישראל,ב' - קיג,ב' - קיג,11/18/2019 14:18
2002144,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת סוכני בתי המכס,12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - מה,א' - מה,11/18/2019 13:41
2002145,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת העיריות (ביוב, תיעול ומים), 1936",1/2/1936 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 560,תוס' 1 - 560,3/13/2019 12:54
2002146,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מעריכי קרקע, 1947",8/16/1947 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1604,תוס' 1 - 1604,6/16/2019 11:11
2002147,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת כותבי בקשות (מתן רשיונות),12/31/1933 0:00,6074,חוקי ארץ ישראל,ב' - קט,ב' - קט,11/18/2019 14:07
2002148,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת החקירה במקרי שריפה, 1937",2/18/1937 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 667,תוס' 1 - 667,4/1/2019 13:42
2002149,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת שטרי הכסף,12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - מא,א' - מא,11/18/2019 13:41
2002150,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת חקירת המים, 1938",2/10/1938 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 757,תוס' 1 - 757,6/17/2019 13:16
2002151,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הגבלה (אויבים ושבויי מלחמה), 1946",8/16/1946 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1517,תוס' 1 - 1517,6/13/2016 17:13
2002152,6002,חוק בן חיצוני,6044,עות'מאני,,חוק הסחר הימי העותומני,###############################################################################################################################################################################################################################################################,6070,חקיקה עות'מאנית,,,12/5/2019 12:36
2002153,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת חוקרי סיבות מוות,12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - כו,א' - כו,11/18/2019 13:41
2002154,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת המצרכים ההכרחיים (מלאי), 1939",8/26/1939 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 913,תוס' 1 - 913,4/3/2019 13:11
2002155,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת צרכי אוכל ומצרכים הכרחיים (פיקוח), 1939",8/26/1939 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 913,תוס' 1 - 913,6/11/2019 10:57
2002156,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפיקוח על מזונות, 1942",3/19/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1178,תוס' 1 - 1178,5/14/2019 13:04
2002157,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת השטפון וסחף הקרקע (מניעה), 1941",5/10/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1097,תוס' 1 - 1097,6/17/2019 10:07
2002164,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת סחף חול,12/31/1933 0:00,6074,חוקי ארץ ישראל,ב' - קלא,ב' - קלא,11/18/2019 13:41
2002165,6002,חוק בן חיצוני,6041,נוסח משולב,12,"חוק הלוואות לדיור, התשנ""ב-1992",7/9/1992 0:00,6071,ספר החוקים,1398,1398,5/14/2018 18:14
2002166,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת זכיון החשמל (ירושלים),12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - נג,א' - נג,11/18/2019 13:41
2002167,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הניקוז (מים עליונים), 1942",6/25/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1204,תוס' 1 - 1204,4/8/2019 14:04
2002168,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בתי המשפט התעשייתיים, 1947",,6078,עיתון רשמי מנדטורי,תוס' 1 - 1568,תוס' 1 - 1568,5/9/2018 8:43
2002169,6002,חוק בן חיצוני,6044,עות'מאני,,חוק השביתות העותומני,7/27/1909 0:00,6070,חקיקה עות'מאנית,,,12/5/2019 12:36
2002170,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת ההגנה על הצומח,12/31/1933 0:00,6074,חוקי ארץ ישראל,ב' - קיא,ב' - קיא,11/18/2019 13:42
2002171,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההגנה על הצומח (תיקון), 1934",6/2/1934 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 443,תוס' 1 - 443,3/20/2019 13:28
2002172,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת השפיטה האזרחית של חברים לחילות, 1947",8/16/1947 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1604,תוס' 1 - 1604,4/3/2019 13:32
2002173,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההגנה על הספקות המים הציבוריות, 1937",8/19/1937 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 711,תוס' 1 - 711,3/18/2019 15:41
2002174,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת השמירה על הציד,12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - סד,א' - סד,11/18/2019 13:42
2002175,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת החשמל,12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - נא,א' - נא,11/18/2019 13:42
2002176,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת העבדתן של נשים, 1945",7/11/1945 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1423,תוס' 1 - 1423,4/11/2019 13:58
2002177,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת חמרי פיצוץ, 1937",8/19/1937 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 711,תוס' 1 - 711,6/17/2019 11:06
2002178,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת העבדתם של ילדים ונערים, 1945",7/11/1945 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1423,תוס' 1 - 1423,5/15/2019 14:05
2002179,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת כריית השמן, 1938",7/7/1938 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 793,תוס' 1 - 793,4/3/2019 11:36
2002180,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפספורטים, 1934",11/15/1934 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 476,תוס' 1 - 476,6/20/2019 11:54
2002181,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בנק החסכונות של בתי הדואר של פלשתינה (א""י), 1941",12/18/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1154,תוס' 1 - 1154,10/31/2018 11:33
2002182,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת אדמות הממשלה, 1942",3/30/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1182,תוס' 1 - 1182,7/7/2019 17:00
2002183,6002,חוק בן חיצוני,6043,מנדטורי,,"דבר המלך במועצה על אמנות ז'נבה 1906 ו-1929 (ארצות מנדט), 1937",4/14/1938 0:00,6078,עיתון רשמי מנדטורי,תוס' 2 - 774,תוס' 2 - 774,9/10/2014 14:27
2002184,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת הסודות הרשמיים,12/31/1933 0:00,6074,חוקי ארץ ישראל,ב' - ק,ב' - ק,11/18/2019 13:42
2002185,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת תאונות ומחלות משלח-יד (הודעה), 1945",5/13/1945 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1409,תוס' 1 - 1409,6/16/2019 11:14
2002186,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",2,"תיקון טעות בחוק שירות ביטחון (תיקון מס' 2), התשי""ב-1952",9/5/1952 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2002187,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",3,"תיקון טעות בחוק שירות ביטחון, התשי""ט-1959 [נוסח משולב]",9/27/1959 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,2/16/2021 10:03
2002188,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",7,"תיקון טעות בחוק שירות ביטחון (תיקון מס' 7), התשל""א-1971",11/26/1971 0:00,6071,ספר החוקים,638,638,9/10/2014 14:27
2002189,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",8,"תיקון טעות בחוק שירות ביטחון (תיקון מס' 10), התשל""ד-1974",6/5/1975 0:00,6071,ספר החוקים,766,766,9/10/2014 14:27
2002190,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",11,"תיקון טעות בחוק שירות ביטחון [נוסח משולב], התשמ""ו-1986",3/12/1986 0:00,6071,ספר החוקים,1172,1172,2/16/2021 10:24
2002191,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",11,"תיקון טעות בחוק שירות ביטחון [נוסח משולב], התשמ""ו-1986",6/5/1986 0:00,6071,ספר החוקים,1181,1181,2/16/2021 10:30
2002192,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",14,"תיקון טעות דפוס בחוק שירות ביטחון (הוראת שעה) (תיקון), התשנ""ז-1997",6/10/1997 0:00,6071,ספר החוקים,1625,1625,1/27/2021 23:30
2002193,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",9,"תיקון טעות דפוס בחוק שירות בתי הסוהר (נכים ונספים), התשמ""א-1981",5/28/1981 0:00,6071,ספר החוקים,1028,1028,1/27/2021 23:32
2002194,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",3,"תיקון טעות בחוק שירות המדינה (גמלאות), התשט""ו-1956",9/4/1955 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2002195,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",5,"תיקון טעות בחוק שירות המדינה (גמלאות) (תיקון מס' 3), התשכ""ג-1963",9/1/1963 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2002196,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",6,"תיקון טעות בחוק שירות המדינה (גמלאות) (תיקון מס' 7), התשכ""ז-1967",9/28/1967 0:00,6071,ספר החוקים,512,512,9/10/2014 14:27
2002197,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",8,"תיקון טעות בחוק שירות המדינה (גמלאות) (תיקון מס' 7), התשל""ג-1973",5/30/1974 0:00,6071,ספר החוקים,733,733,9/10/2014 14:27
2002198,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",3,"תיקון טעות דפוס בחוק שירות המדינה (מינויים), התשי""ט-1959",9/27/1959 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,1/27/2021 23:32
2002199,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",9,"תיקון טעות בחוק שירות המדינה (משמעת) (תיקון מס' 5), התשל""ז-1977",4/7/1978 0:00,6071,ספר החוקים,892,892,9/10/2014 14:27
2002200,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",9,"תיקון טעות דפוס בחוק שירות הציבור (מתנות), התש""ם-1979",11/22/1979 0:00,6071,ספר החוקים,947,947,1/27/2021 23:33
2002201,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",6,"תיקון טעות בחוק שירות הקבע בצבא הגנה לישראל (גמלאות) (תיקון מס' 5), התשכ""ח-1968",7/16/1968 0:00,6071,ספר החוקים,532,532,8/2/2020 10:03
2002202,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",2,"תיקון טעות בחוק שירות הקבע בצבא הגנה לישראל (גמלאות), התשי""ד-1955",9/17/1954 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2002203,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",2,"תיקון טעות בחוק שירות מילואים (תגמולים) (תיקון), התשי""ד-1955",9/17/1954 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2002205,6002,חוק בן חיצוני,6041,נוסח משולב,3,"חוק שירות מילואים (תגמולים), התשי""ט-1959 [נוסח משולב]",9/27/1959 0:00,6071,ספר החוקים,298,298,6/4/2018 14:31
2002206,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",3,"תיקון טעות בחוק שירות מילואים (תגמולים), התשי""ט-1959 [נוסח משולב]",9/27/1959 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,2/16/2021 10:32
2002207,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",5,"תיקון טעות בחוק שירות מילואים (תגמולים) (תיקון מס' 2), התשכ""ג-1963",9/1/1963 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2002208,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",6,"תיקון טעות דפוס בחוק שירות מילואים (תגמולים) (תיקון מס' 3), התשכ""ו-1966",8/11/1966 0:00,6071,ספר החוקים,482,482,1/27/2021 23:33
2002209,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",8,"תיקון טעות בחוק שירות מילואים (תגמולים) (תיקון מס' 8), התשל""ד-1974",6/5/1975 0:00,6071,ספר החוקים,766,766,9/10/2014 14:27
2002210,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",17,"תיקון טעות בחוק שירותי הדת היהודיים (תיקון מס' 13), התשס""ח-2008",11/16/2008 0:00,6071,ספר החוקים,2192,2192,9/10/2014 14:27
2002211,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",8,"תיקון טעות בחוק שירותי תיירות, התשל""ו-1976",2/9/1977 0:00,6071,ספר החוקים,843,843,9/10/2014 14:27
2002212,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",11,"תיקון טעות דפוס בחוק שכר מינימום, התשמ""ז-1987",6/19/1987 0:00,6071,ספר החוקים,1217,1217,1/27/2021 23:34
2002213,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",18,"תיקון טעות בחוק אימוץ ילדים (תיקון מס' 8), התשע""א-2010",1/31/2011 0:00,6071,ספר החוקים,2275,2275,9/10/2014 14:27
2002214,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",5,"תיקון טעות בחוק איסור גידול חזיר, התשכ""ב-1962",8/17/1962 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2002215,6002,חוק בן חיצוני,6041,נוסח משולב,10,"חוק סדר הדין הפלילי [נוסח משולב], התשמ""ב-1982",3/1/1982 0:00,6071,ספר החוקים,1043,1043,5/13/2018 13:50
2002216,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",14,"תיקון טעות דפוס בחוק בית המשפט לענייני משפחה, התשנ""ה-1995",9/10/1996 0:00,6071,ספר החוקים,1600,1600,1/28/2021 8:49
2002217,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",14,"תיקון טעות בחוק הירושה (תיקון מס' 7), התשנ""ח-1998",11/22/1998 0:00,6071,ספר החוקים,1693,1693,9/10/2014 14:27
2002218,6002,חוק בן חיצוני,6041,נוסח משולב,10,"חוק בתי המשפט [נוסח משולב], התשמ""ד-1984",8/13/1984 0:00,6071,ספר החוקים,1123,1123,5/14/2018 11:38
2002219,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",12,"תיקון טעות בחוק בתי המשפט (תיקון מס' 7), התשמ""ט-1989",8/9/1989 0:00,6071,ספר החוקים,1284,1284,9/10/2014 14:27
2002220,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",15,"תיקון טעות דפוס בחוק זכויות התלמיד, התשס""א-2000",6/14/2001 0:00,6071,ספר החוקים,1792,1792,1/27/2021 23:36
2002221,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",16,"תיקון טעות בחוק בתי משפט לעניינים מינהליים (תיקון מס' 15), התשס""ה-2005",2/22/2006 0:00,6071,ספר החוקים,2052,2052,9/10/2014 14:27
2002222,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",17,"תיקון טעות בחוק התאגידים הבטחוניים (הגנה על אינטרסים ביטחוניים), התשס""ו-2005",12/21/2006 0:00,6071,ספר החוקים,2073,2073,9/10/2014 14:27
2002223,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",17,"תיקון טעות בחוק הפיקוח על שירותים פיננסיים (עיסוק בייעוץ פנסיוני ובשיווק פנסיוני), התשס""ה-2005",7/12/2007 0:00,6071,ספר החוקים,2103,2103,9/10/2014 14:27
2002224,6002,חוק בן חיצוני,6041,נוסח משולב,4,"חוק בתים משותפים, התשכ""א-1961 [נוסח משולב]",7/5/1961 0:00,6071,ספר החוקים,349,349,5/14/2018 15:52
2002225,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",16,"תיקון טעות דפוס בחוק גיל פרישה, התשס""ד-2004",3/21/2004 0:00,6071,ספר החוקים,1932,1932,1/27/2021 23:33
2002226,6002,חוק בן חיצוני,6041,נוסח משולב,7,"חוק הגנת הדייר [נוסח משולב], התשל""ב-1972",8/13/1972 0:00,6071,ספר החוקים,668,668,5/14/2018 16:20
2002227,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",5,"תיקון טעות בחוק לתיקון פקודת מס הכנסה (מס' 5), התשכ""ד-1964",8/7/1964 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2002228,6002,חוק בן חיצוני,6041,נוסח משולב,3,"חוק הבחירות לכנסת, התשי""ט-1959 [נוסח משולב]",4/19/1959 0:00,6071,ספר החוקים,281,281,5/24/2018 13:00
2002229,6002,חוק בן חיצוני,6041,נוסח משולב,6,"חוק הבחירות לכנסת [נוסח משולב], התשכ""ט-1969",4/14/1969 0:00,6071,ספר החוקים,556,556,5/17/2018 10:15
2002230,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",16,"תיקון טעות דפוס בחוק ההסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנת הכספים 2003), התשס""ג-2002",9/11/2003 0:00,6071,ספר החוקים,1904,1904,1/28/2021 8:50
2002231,6002,חוק בן חיצוני,6041,נוסח משולב,6,"חוק הביטוח הלאומי [נוסח משולב], התשכ""ח-1968",7/1/1968 0:00,6071,ספר החוקים,530,530,5/14/2018 17:04
2002232,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",8,"תיקון טעות דפוס בחוק הביטוח הלאומי (תיקון מס' 17), התשל""ה-1975",11/6/1975 0:00,6071,ספר החוקים,783,783,1/27/2021 23:37
2002233,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",9,"תיקון טעות בחוק הבנקאות (רישוי), התשמ""א-1981",6/15/1981 0:00,6071,ספר החוקים,1030,1030,9/10/2014 14:27
2002234,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",16,"תיקון טעות בחוק להגברת התחרות ולצמצום הריכוזיות וניגודי העניינים בשוק ההון בישראל (תיקוני חקיקה), התשס""ה-2005",11/22/2005 0:00,6071,ספר החוקים,2035,2035,9/10/2014 14:27
2002235,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",5,"תיקון טעות בחוק הגנת הדייר (בנינים חדשים), התשכ""ג-1963",4/15/1965 0:00,6071,ספר החוקים,455,455,9/10/2014 14:27
2002236,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",9,"תיקון טעות בחוק הרבנות הראשית לישראל, התש""ם-1980",6/5/1980 0:00,6071,ספר החוקים,972,972,9/10/2014 14:27
2002237,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",13,"תיקון טעות בחוק הסדרים במשק המדינה (תיקוני חקיקה) (מס' 3), התשנ""ב-1992",8/31/1992 0:00,6071,ספר החוקים,1401,1401,9/10/2014 14:27
2002238,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",14,"תיקון טעות דפוס בחוק הסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב), התשנ""ד-1994",9/10/1996 0:00,6071,ספר החוקים,1600,1600,1/27/2021 23:38
2002239,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",14,"תיקון טעות בחוק הסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב), התשנ""ו-1995",9/10/1996 0:00,6071,ספר החוקים,1600,1600,9/10/2014 14:27
2002240,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",15,"תיקון טעות דפוס בחוק ההסדרים במשק מדינת ישראל (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנת התקציב 2000) (תיקון), התש""ס-2000",11/15/2000 0:00,6071,ספר החוקים,1755,1755,1/27/2021 23:38
2002241,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"פקודת האניות (הגבלת העברתן ומשכונן), התש""ט-1948",11/19/1948 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,תוס' א' - 33,תוס' א' - 33,5/17/2018 13:53
2002242,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",15,"תיקון טעות בחוק ההסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנת הכספים 2002), התשס""ב-2002",8/20/2002 0:00,6071,ספר החוקים,1865,1865,9/10/2014 14:27
2002243,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",3,"תיקון טעות בחוק ההתיישנות, התשי""ח-1959",6/17/1958 0:00,6071,ספר החוקים,253,253,9/10/2014 14:27
2002244,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",16,"תיקון טעות בחוק להגברת התחרות ולצמצום הריכוזיות וניגודי העניינים בשוק ההון בישראל (תיקוני חקיקה), התשס""ה-2005",3/12/2006 0:00,6071,ספר החוקים,2054,2054,9/10/2014 14:27
2002245,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",18,"תיקון טעות דפוס בחוק המדיניות הכלכלית לשנים 2011 ו-2012 (תיקוני חקיקה), התשע""א-2011",11/9/2011 0:00,6071,ספר החוקים,2277,2277,1/27/2021 23:38
2002246,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",18,"תיקוני טעות בחוק המדיניות הכלכלית לשנים 2011 ו-2012 (תיקוני חקיקה), התשע""א-2011, ובחוק הרשות השנייה לטלוויזיה ורדיו (תיקון מס' 33), התשע""א-2011",11/9/2011 0:00,6071,ספר החוקים,2319,2319,9/10/2014 14:27
2002247,6002,חוק בן חיצוני,6041,נוסח משולב,3,"חוק הנכים (תגמולים ושיקום), התשי""ט-1959 [נוסח משולב]",9/23/1959 0:00,6071,ספר החוקים,295,295,5/15/2018 9:10
2002248,6002,חוק בן חיצוני,6041,נוסח משולב,7,"חוק הסדרי משפט ומינהל [נוסח משולב], התש""ל-1970",8/13/1970 0:00,6071,ספר החוקים,603,603,5/15/2018 9:12
2002249,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",18,"תיקון טעות בחוק ייעול הליכי האכיפה ברשות ניירות ערך (תיקוני חקיקה), התשע""א-2011",3/5/2012 0:00,6071,ספר החוקים,2342,2342,9/10/2014 14:27
2002250,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",16,"תיקון טעות בחוק טיפול בחולי נפש (תיקון מס' 5), התשס""ד-2004",8/1/2004 0:00,6071,ספר החוקים,1953,1953,9/10/2014 14:27
2002251,6002,חוק בן חיצוני,6041,נוסח משולב,9,"חוק העונשין, התשל""ז-1977",8/4/1977 0:00,6071,ספר החוקים,864,864,9/30/2020 15:22
